tier,layer,component,perturbation,mean_restoration,std_restoration
tier_1,10,attn_out,transliteration,-0.008175,0.016625
tier_1,10,mlp_out,code_switching,-0.011574999999999998,0.10165
tier_1,10,mlp_out,standard_translation,-0.137,0.32187499999999997
tier_1,10,mlp_out,transliteration,0.007450000000000002,0.042975
tier_1,10,residual,code_switching,0.11159999999999999,0.379175
tier_1,10,residual,standard_translation,0.09435,0.394225
tier_1,10,residual,transliteration,-0.011075000000000002,0.156525
tier_1,11,attn_out,code_switching,-0.0036249999999999998,0.0895
tier_1,11,attn_out,standard_translation,-0.009900000000000003,0.0677
tier_1,11,attn_out,transliteration,-0.000725,0.015825
tier_1,11,mlp_out,code_switching,0.004374999999999997,0.116275
tier_1,11,mlp_out,standard_translation,-0.05065,0.184325
tier_1,11,mlp_out,transliteration,-0.017625000000000002,0.049675
tier_1,11,residual,code_switching,0.1027,0.36679999999999996
tier_1,11,residual,standard_translation,0.13219999999999998,0.50295
tier_1,11,residual,transliteration,-0.021875,0.129175
tier_1,12,attn_out,code_switching,-0.022775,0.057249999999999995
tier_1,12,attn_out,standard_translation,0.015449999999999998,0.0924
tier_1,12,attn_out,transliteration,0.00027499999999999964,0.027775
tier_1,12,mlp_out,code_switching,0.014374999999999999,0.0763
tier_1,12,mlp_out,standard_translation,-0.078775,0.09905
tier_1,12,mlp_out,transliteration,-0.011300000000000001,0.03205
tier_1,12,residual,code_switching,0.037674999999999986,0.28565
tier_1,12,residual,standard_translation,0.23885,0.6822999999999999
tier_1,12,residual,transliteration,-0.015924999999999998,0.081525
tier_1,13,attn_out,code_switching,-0.0015999999999999996,0.019225
tier_1,13,attn_out,standard_translation,0.010249999999999999,0.06575
tier_1,13,attn_out,transliteration,0.003025,0.018775
tier_1,13,mlp_out,code_switching,0.015575,0.05665
tier_1,13,mlp_out,standard_translation,-0.021225,0.07604999999999999
tier_1,13,mlp_out,transliteration,-0.01525,0.03845
tier_1,13,residual,code_switching,0.025275000000000006,0.285225
tier_1,13,residual,standard_translation,0.182625,0.500625
tier_1,13,residual,transliteration,-0.012825000000000001,0.03395
tier_1,14,attn_out,code_switching,-0.010375,0.013825
tier_1,14,attn_out,standard_translation,0.02605,0.08595
