tier,layer,component,perturbation,mean_delta,std_delta
tier_2,4,residual,code_switching,0.024850000000000004,0.0837
tier_2,4,residual,standard_translation,0.009849999999999998,0.07625
tier_2,4,residual,transliteration,0.096325,0.06895
tier_2,5,attn_out,code_switching,-0.004725,0.01765
tier_2,5,attn_out,standard_translation,-0.019950000000000002,0.019625
tier_2,5,attn_out,transliteration,-0.01225,0.020075
tier_2,5,mlp_out,code_switching,0.008749999999999999,0.0223
tier_2,5,mlp_out,standard_translation,-0.0292,0.033925
tier_2,5,mlp_out,transliteration,0.003875,0.032975000000000004
tier_2,5,residual,code_switching,0.015225000000000002,0.087
tier_2,5,residual,standard_translation,0.012550000000000002,0.08047499999999999
tier_2,5,residual,transliteration,0.08605,0.06765
tier_2,6,attn_out,code_switching,-0.004,0.01695
tier_2,6,attn_out,standard_translation,-0.025900000000000003,0.0242
tier_2,6,attn_out,transliteration,-0.014275,0.0274
tier_2,6,mlp_out,code_switching,0.0028500000000000005,0.022075
tier_2,6,mlp_out,standard_translation,-0.0299,0.028875
tier_2,6,mlp_out,transliteration,0.005899999999999999,0.03215
tier_2,6,residual,code_switching,-0.009225,0.088825
tier_2,6,residual,standard_translation,0.0116,0.085725
tier_2,6,residual,transliteration,0.08777499999999999,0.07135
tier_2,7,attn_out,code_switching,-0.0049,0.0143
tier_2,7,attn_out,standard_translation,-0.009324999999999998,0.01505
tier_2,7,attn_out,transliteration,-0.004175,0.028625
tier_2,7,mlp_out,code_switching,0.0002499999999999998,0.027975
tier_2,7,mlp_out,standard_translation,-0.020475,0.03745
tier_2,7,mlp_out,transliteration,-0.0031000000000000003,0.032525
tier_2,7,residual,code_switching,-0.0119,0.07985
tier_2,7,residual,standard_translation,0.0052749999999999984,0.0771
tier_2,7,residual,transliteration,0.08432500000000001,0.0765
tier_2,8,attn_out,code_switching,-0.00015000000000000007,0.008875000000000001
tier_2,8,attn_out,standard_translation,-0.0299,0.018375
tier_2,8,attn_out,transliteration,0.00465,0.0173
tier_2,8,mlp_out,code_switching,0.001225,0.01375
tier_2,8,mlp_out,standard_translation,-0.021475,0.033525
tier_2,8,mlp_out,transliteration,0.013025,0.014075
tier_2,8,residual,code_switching,-0.029625000000000002,0.07392499999999999
tier_2,8,residual,standard_translation,0.0005999999999999998,0.059425
tier_2,8,residual,transliteration,0.07505,0.076475
tier_2,9,attn_out,code_switching,-0.0056749999999999995,0.01205
tier_2,9,attn_out,standard_translation,-0.015225,0.013175
tier_2,9,attn_out,transliteration,0.004475,0.0118
tier_2,9,mlp_out,code_switching,0.0035,0.01525
tier_2,9,mlp_out,standard_translation,-0.01405,0.0201
tier_2,9,mlp_out,transliteration,0.0009249999999999996,0.02945
