language,layer,angle_idx,angle_rad,angle_deg
de,10,0,0.9719391936549983,55.6880137397798
de,11,0,0.9751596606836056,55.87253290858004
de,12,0,0.9502904208715648,54.44763042765138
de,13,0,0.9387766875571955,53.78794210229884
de,14,0,0.9349997460480063,53.57153929435453
de,15,0,0.8830715154414636,50.59627084301757
de,16,0,0.9774766784419124,56.005288247187885
de,17,0,0.9059520163271186,51.90722697691095
de,18,0,0.9902553393226219,56.737451583481466
de,19,0,0.9979608975626333,57.17894754942637
de,20,0,0.9836352487522085,56.358148333802426
de,21,0,1.0007544019526877,57.33900356102776
fr,10,0,0.9319630732074243,53.39755075682719
fr,11,0,0.9300937851765648,53.290448441964614
fr,12,0,0.9164484962448575,52.50863097594121
fr,13,0,0.9238096080627959,52.93039161563295
fr,14,0,0.9472938526249256,54.27593971409604
fr,15,0,0.9914218082833369,56.80428533186345
fr,16,0,1.03864965844861,59.51024182180982
fr,17,0,1.0296467376203269,58.99441245505877
fr,18,0,1.039319744702466,59.548634936065504
fr,19,0,1.0253482490321213,58.748127200669444
fr,20,0,1.0413856445318677,59.66700227718702
fr,21,0,1.05613025782891,60.511806389660016
zh,10,0,0.9914433013761881,56.8055167953725
zh,11,0,1.0197207278664004,58.4256939887531
zh,12,0,0.986779851561255,56.538320803005774
zh,13,0,1.0032824253407107,57.48384863167183
zh,14,0,1.0112285674769241,57.93912903948794
zh,15,0,1.047102096517716,59.994530849765304
zh,16,0,1.0961415352308588,62.804283717718846
zh,17,0,1.0931458712022883,62.6326448120426
zh,18,0,1.145741403104385,65.64614681127843
zh,19,0,1.156137616896043,66.24180598445612
zh,20,0,1.1658470831725456,66.79811742342432
zh,21,0,1.1595768575661678,66.43885995958402
es,10,0,0.8938043736498746,51.211218320471865
es,11,0,0.8960234496926325,51.33836201214048
es,12,0,0.9081459970032517,52.03293280998663
es,13,0,0.9232172742519589,52.89645338820909
es,14,0,0.9285683739666838,53.203048817616484
es,15,0,0.9578777244112181,54.88235089835818
es,16,0,1.0037729900271772,57.511955917784526
es,17,0,0.9576106766389829,54.86705018808074
es,18,0,0.991685846813307,56.81941362525957
es,19,0,0.9789547046481265,56.089972910813685
es,20,0,0.9933095670933294,56.91244594441466
es,21,0,1.0075678235637127,57.729383863382715
ar,10,0,0.9511054219529141,54.4943265499113
ar,11,0,0.9495851293347761,54.407220199267094
ar,12,0,0.922664853905803,52.8648020338572
ar,13,0,0.9314353714441074,53.36731567294751
ar,14,0,0.9276462719416223,53.150216263299995
ar,15,0,0.9604765394508348,55.031252031863346
ar,16,0,1.0125890540914773,58.017079180585874
ar,17,0,0.9284820107888493,53.19810057202123
ar,18,0,1.0215092050724008,58.52816618441227
ar,19,0,1.0335750880581636,59.219490355595184
ar,20,0,1.1068101339298564,63.41554939649017
ar,21,0,1.1259933660328536,64.51466763341178
ru,10,0,0.8664645243945438,49.64476034561752
ru,11,0,0.9391127908494579,53.80719940242593
ru,12,0,0.9478276884454997,54.30652625356784
ru,13,0,0.9427280522998835,54.01433862537167
ru,14,0,0.985344524089901,56.456082596678
ru,15,0,0.9925633172003382,56.869688975084166
ru,16,0,1.0561564310307456,60.51330600366154
ru,17,0,1.0628554296951829,60.89713035409757
ru,18,0,1.1120573725181626,63.7161940216983
ru,19,0,1.1237345340129485,64.38524609204221
ru,20,0,1.1512207020329999,65.9600875145786
ru,21,0,1.1788700258444769,67.54427707536681
ko,10,0,1.0518610679596458,60.26719982821117
ko,11,0,1.0665745723087154,61.11022152926024
ko,12,0,1.075311201745611,61.61079352316411
ko,13,0,1.0747954537585531,61.58124334021333
ko,14,0,1.09520822496469,62.750808978491136
ko,15,0,1.0849403110288054,62.16250084556139
ko,16,0,1.152323940147087,66.02329840231377
ko,17,0,1.1070714033068563,63.430519029108275
ko,18,0,1.1333979206514266,64.93891736223011
ko,19,0,1.1331930146433102,64.92717711276818
ko,20,0,1.132144255383836,64.86708763347502
ko,21,0,1.1688973822357138,66.97288668599657
ja,10,0,1.062354626358916,60.86843643656341
ja,11,0,1.086906452897662,62.27515247657084
ja,12,0,1.0927332754532317,62.609004816976615
ja,13,0,1.0962024677664852,62.80777489484527
ja,14,0,1.0920002108088398,62.5670033067427
ja,15,0,1.1084641101714632,63.51031525454915
ja,16,0,1.1608189925002235,66.51002904889117
ja,17,0,1.1080650178378373,63.48744894819636
ja,18,0,1.1382087844532658,65.21455955388775
ja,19,0,1.1654951444029473,66.77795281727931
ja,20,0,1.1760646646468846,67.383541718735
ja,21,0,1.1963901661742469,68.54810717273956
tr,10,0,1.127913886591741,64.62470535590414
tr,11,0,1.1384449446038292,65.22809053380422
tr,12,0,1.0784237981736344,61.78913216181735
tr,13,0,1.1670964488349254,66.86970080294725
tr,14,0,1.0876259151178083,62.316374625304334
tr,15,0,1.071372807057744,61.385140129492584
tr,16,0,1.1231381750124059,64.35107723823647
tr,17,0,1.1435840612007555,65.52254022523373
tr,18,0,1.2162609217240576,69.68661760147988
tr,19,0,1.2161201925976872,69.6785544164843
tr,20,0,1.2344252109356673,70.72735471116013
tr,21,0,1.2478149996341728,71.49453309215646
id,10,0,0.9015048641063937,51.65242392381118
id,11,0,0.9199309992957965,52.708163702901444
id,12,0,0.9067992533496034,51.95577008254656
id,13,0,0.9077619688206398,52.010929615908886
id,14,0,0.9653464744269705,55.310278752499066
id,15,0,0.9492260925299327,54.386648905659705
id,16,0,1.037366764981508,59.43673744057997
id,17,0,1.0048602816372263,57.57425313814032
id,18,0,1.0541264532280474,60.39699684306169
id,19,0,1.075955808306744,61.64772675856347
id,20,0,1.1044436443255023,63.279959529899095
id,21,0,1.0809579492524592,61.934328323282536
hi,10,0,1.0403773270646004,59.60922994190328
hi,11,0,1.0859202459017745,62.21864697798021
hi,12,0,1.1440113917652235,65.54702446303469
hi,13,0,1.150777906659429,65.93471720848507
hi,14,0,1.132631509973024,64.89500526498388
hi,15,0,1.1304448739743098,64.76972025092618
hi,16,0,1.1888103256290383,68.11381430011699
hi,17,0,1.1689612527068007,66.97654619442537
hi,18,0,1.2254398134338722,70.21252935705988
hi,19,0,1.2281248339612496,70.3663697011846
hi,20,0,1.2622982317015548,72.32436116332599
hi,21,0,1.2940777793929965,74.14519512088032
sw,10,0,1.4835568340333847,85.00154525790327
sw,11,0,1.4959882282981685,85.71381168273852
sw,12,0,1.5086189172891569,86.43749685426451
sw,13,0,1.52206340121706,87.20780904106482
sw,14,0,1.5251160220807811,87.38271133300962
sw,15,0,1.5197789278811673,87.076918360508
sw,16,0,1.5247695518089703,87.36286004870811
sw,17,0,1.526153309259694,87.44214351050437
sw,18,0,1.5243652405067822,87.3396947174833
sw,19,0,1.527157224081489,87.49966359278385
sw,20,0,1.5152666037538622,86.81838123221837
sw,21,0,1.5193085290067845,87.04996649031816
yo,10,0,1.5284957754176305,87.57635693500636
yo,11,0,1.5587057502306811,89.30726099099067
yo,12,0,1.5703728025774328,89.97573384981774
yo,13,0,1.562076170267799,89.50037183430385
yo,14,0,1.5428060919336524,88.39627767487076
yo,15,0,1.5360924135325225,88.01161223747788
yo,16,0,1.5572507848189867,89.22389761356307
yo,17,0,1.549497337170817,88.7796577866473
yo,18,0,1.5683425579994175,89.85940940411815
yo,19,0,1.5506723348760103,88.84698019609245
yo,20,0,1.561166189835413,89.44823379608864
yo,21,0,1.5509458595114984,88.86265200329876
zu,10,0,1.5447238099065292,88.50615482101298
zu,11,0,1.5593014515324777,89.34139216143406
zu,12,0,1.5279270548257189,87.54377164536764
zu,13,0,1.5448903542356702,88.5156971081746
zu,14,0,1.540916515957786,88.2880129463843
zu,15,0,1.5320993147645476,87.78282453089403
zu,16,0,1.545981602208915,88.57822101144374
zu,17,0,1.5312902840365556,87.7364704846837
zu,18,0,1.5282820390908303,87.56411074555207
zu,19,0,1.5459612128604534,88.57705278782987
zu,20,0,1.5408097200212307,88.28189398995055
zu,21,0,1.5387951677623017,88.16646864790536
gd,10,0,1.48837022276529,85.27733211739728
gd,11,0,1.491216432805181,85.44040794029078
gd,12,0,1.4927694101446751,85.52938698752327
gd,13,0,1.5094687603827737,86.4861892767771
gd,14,0,1.4926495271030358,85.52251819520214
gd,15,0,1.4916609386401212,85.4658762486018
gd,16,0,1.5208786701928998,87.13992895352223
gd,17,0,1.5127531495170954,86.67437091245236
gd,18,0,1.5374703241726735,88.0905607017047
gd,19,0,1.530648508768654,87.69969947043705
gd,20,0,1.529970516084371,87.6608533510869
gd,21,0,1.5279436810932832,87.54472426032812
gn,10,0,1.4049021592121462,80.49496435167241
gn,11,0,1.4189623460990024,81.30055371945446
gn,12,0,1.4224367201543449,81.49962068927533
gn,13,0,1.4433407843760493,82.69733534384942
gn,14,0,1.4571920755746213,83.49095587033429
gn,15,0,1.44153735630128,82.59400652650974
gn,16,0,1.5061004023098048,86.29319657530716
gn,17,0,1.5031672665176294,86.12514027367675
gn,18,0,1.5297052509520044,87.64565477855031
gn,19,0,1.5152455730461463,86.81717626142607
gn,20,0,1.4987630582257565,85.87279772645591
gn,21,0,1.5120916180921946,86.63646795379026
