tier,layer,component,perturbation,mean_delta,std_delta
tier_2,24,mlp_out,transliteration,-0.026924999999999998,0.02695
tier_2,24,residual,code_switching,0.021625000000000002,0.096225
tier_2,24,residual,standard_translation,-0.089175,0.14375
tier_2,24,residual,transliteration,-0.15189999999999998,0.110875
tier_2,25,attn_out,code_switching,0.0029749999999999998,0.0063
tier_2,25,attn_out,standard_translation,0.0054,0.0071
tier_2,25,attn_out,transliteration,0.010425,0.009375
tier_2,25,mlp_out,code_switching,0.00024999999999999935,0.033825
tier_2,25,mlp_out,standard_translation,-0.0156,0.016375
tier_2,25,mlp_out,transliteration,-0.024225,0.03715
tier_2,25,residual,code_switching,0.007550000000000001,0.0857
tier_2,25,residual,standard_translation,-0.07045,0.084575
tier_2,25,residual,transliteration,-0.08745,0.043475
tier_2,26,attn_out,code_switching,2.168404344971009e-19,0.004
tier_2,26,attn_out,standard_translation,-0.007525,0.006975
tier_2,26,attn_out,transliteration,-0.010075,0.00635
tier_2,26,mlp_out,code_switching,0.004225,0.007299999999999999
tier_2,26,mlp_out,standard_translation,-0.0048000000000000004,0.013425
tier_2,26,mlp_out,transliteration,-0.0027749999999999997,0.018825
tier_2,26,residual,code_switching,-0.013975,0.039925
tier_2,26,residual,standard_translation,-0.049174999999999996,0.0727
tier_2,26,residual,transliteration,-0.041175,0.03485
tier_2,27,attn_out,code_switching,0.0,0.0
tier_2,27,attn_out,standard_translation,0.0,0.0
tier_2,27,attn_out,transliteration,0.0,0.0
tier_2,27,mlp_out,code_switching,0.0,0.0
tier_2,27,mlp_out,standard_translation,0.0,0.0
tier_2,27,mlp_out,transliteration,0.0,0.0
tier_2,27,residual,code_switching,0.0,0.0
tier_2,27,residual,standard_translation,0.0,0.0
tier_2,27,residual,transliteration,0.0,0.0
tier_3,0,attn_out,code_switching,-0.054774999999999976,0.5228999999999999
tier_3,0,attn_out,standard_translation,-1.1182,0.8420749999999999
tier_3,0,attn_out,transliteration,-1.2254,0.5149
tier_3,0,mlp_out,code_switching,0.09417500000000001,0.668125
tier_3,0,mlp_out,standard_translation,-0.7234,0.642925
tier_3,0,mlp_out,transliteration,-0.756475,0.479525
tier_3,0,residual,code_switching,-0.05082499999999998,0.531425
tier_3,0,residual,standard_translation,-1.119225,0.849325
tier_3,0,residual,transliteration,-1.219225,0.488825
tier_3,1,attn_out,code_switching,0.20952500000000002,0.354875
tier_3,1,attn_out,standard_translation,-0.0049,0.17845
tier_3,1,attn_out,transliteration,0.0665,0.138425
tier_3,1,mlp_out,code_switching,0.1197,0.365475
tier_3,1,mlp_out,standard_translation,0.009374999999999998,0.333125
tier_3,1,mlp_out,transliteration,-0.15075,0.320175
tier_3,1,residual,code_switching,-0.005675000000000013,0.61375
tier_3,1,residual,standard_translation,-1.074025,0.8476
tier_3,1,residual,transliteration,-0.82075,0.424725
tier_3,2,attn_out,code_switching,0.09947500000000001,0.3665
tier_3,2,attn_out,standard_translation,-0.0038749999999999965,0.149725
tier_3,2,attn_out,transliteration,0.04615,0.1361
tier_3,2,mlp_out,code_switching,0.19935,0.33795000000000003
tier_3,2,mlp_out,standard_translation,0.013100000000000014,0.40325
tier_3,2,mlp_out,transliteration,-0.23495,0.359525
tier_3,2,residual,code_switching,-0.004050000000000012,0.7446
tier_3,2,residual,standard_translation,-0.943675,0.7838
tier_3,2,residual,transliteration,-0.856425,0.497975
tier_3,3,attn_out,code_switching,0.157,0.356475
tier_3,3,attn_out,standard_translation,-0.01735,0.216375
tier_3,3,attn_out,transliteration,0.07585,0.1522
tier_3,3,mlp_out,code_switching,-0.16799999999999998,0.398425
tier_3,3,mlp_out,standard_translation,0.008475,0.156525
tier_3,3,mlp_out,transliteration,-0.148025,0.281725
tier_3,3,residual,code_switching,0.2626,0.838975
tier_3,3,residual,standard_translation,-1.044775,1.04825
tier_3,3,residual,transliteration,-0.77775,0.47295
tier_3,4,attn_out,code_switching,0.03995,0.1683
tier_3,4,attn_out,standard_translation,-0.025099999999999997,0.201625
tier_3,4,attn_out,transliteration,-0.07405,0.17045
tier_3,4,mlp_out,code_switching,0.21815,0.451675
tier_3,4,mlp_out,standard_translation,-0.047099999999999996,0.243625
tier_3,4,mlp_out,transliteration,-0.17122500000000002,0.33775
tier_3,4,residual,code_switching,0.176375,0.8751
tier_3,4,residual,standard_translation,-0.976375,1.0918999999999999
tier_3,4,residual,transliteration,-0.712475,0.46645000000000003
tier_3,5,attn_out,code_switching,0.11047499999999999,0.24257499999999999
tier_3,5,attn_out,standard_translation,-0.070775,0.139725
tier_3,5,attn_out,transliteration,-0.10555,0.0781
tier_3,5,mlp_out,code_switching,0.10855000000000001,0.3741
tier_3,5,mlp_out,standard_translation,0.013949999999999997,0.31225
tier_3,5,mlp_out,transliteration,-0.117275,0.31542499999999996
tier_3,5,residual,code_switching,0.2605,0.8640749999999999
tier_3,5,residual,standard_translation,-0.731425,1.0482
tier_3,5,residual,transliteration,-0.5874,0.5747
tier_3,6,attn_out,code_switching,0.0636,0.37927500000000003
tier_3,6,attn_out,standard_translation,0.021299999999999996,0.298825
tier_3,6,attn_out,transliteration,-0.18875,0.1976
tier_3,6,mlp_out,code_switching,0.188375,0.4425
tier_3,6,mlp_out,standard_translation,0.17615,0.300725
tier_3,6,mlp_out,transliteration,-0.036550000000000006,0.335825
tier_3,6,residual,code_switching,-0.014875000000000013,0.932975
tier_3,6,residual,standard_translation,-0.7015,0.9960249999999999
tier_3,6,residual,transliteration,-0.0838,0.534875
tier_3,7,attn_out,code_switching,0.12925,0.2019
tier_3,7,attn_out,standard_translation,-0.028124999999999997,0.2889
tier_3,7,attn_out,transliteration,-0.11092500000000001,0.230175
tier_3,7,mlp_out,code_switching,-0.0533,0.492875
tier_3,7,mlp_out,standard_translation,0.12025,0.365825
tier_3,7,mlp_out,transliteration,-0.058775,0.335025
tier_3,7,residual,code_switching,-0.09387499999999999,1.0436999999999999
tier_3,7,residual,standard_translation,-0.84485,1.1164749999999999
tier_3,7,residual,transliteration,-0.30102500000000004,0.80145
tier_3,8,attn_out,code_switching,0.1392,0.26787500000000003
tier_3,8,attn_out,standard_translation,-0.0451,0.2807
tier_3,8,attn_out,transliteration,0.006600000000000002,0.12442500000000001
tier_3,8,mlp_out,code_switching,-0.130775,0.400775
tier_3,8,mlp_out,standard_translation,0.13315,0.3607
tier_3,8,mlp_out,transliteration,0.10627500000000001,0.287975
tier_3,8,residual,code_switching,-0.20377499999999998,1.0996000000000001
tier_3,8,residual,standard_translation,-0.829525,1.26025
tier_3,8,residual,transliteration,-0.311975,0.861275
tier_3,9,attn_out,code_switching,-0.016575000000000003,0.226425
tier_3,9,attn_out,standard_translation,-0.062275,0.323075
tier_3,9,attn_out,transliteration,0.017300000000000006,0.174925
tier_3,9,mlp_out,code_switching,-0.010725000000000012,0.361575
tier_3,9,mlp_out,standard_translation,0.2281,0.40742500000000004
tier_3,9,mlp_out,transliteration,0.192775,0.314125
tier_3,9,residual,code_switching,-0.21542499999999998,1.1444
tier_3,9,residual,standard_translation,-0.8528,1.203525
tier_3,9,residual,transliteration,-0.3598,1.0427499999999998
tier_3,10,attn_out,code_switching,-0.0005250000000000003,0.13415
tier_3,10,attn_out,standard_translation,0.03105,0.209175
tier_3,10,attn_out,transliteration,0.1167,0.150975
tier_3,10,mlp_out,code_switching,0.01722499999999999,0.35314999999999996
tier_3,10,mlp_out,standard_translation,0.20429999999999998,0.573075
tier_3,10,mlp_out,transliteration,-0.05979999999999999,0.17989999999999998
tier_3,10,residual,code_switching,-0.26639999999999997,1.0415
tier_3,10,residual,standard_translation,-0.815025,1.1984
tier_3,10,residual,transliteration,-0.3034,1.1166
tier_3,11,attn_out,code_switching,-0.048525,0.12435
tier_3,11,attn_out,standard_translation,0.11987500000000001,0.218725
tier_3,11,attn_out,transliteration,-0.0689,0.250425
tier_3,11,mlp_out,code_switching,-0.177825,0.33505
tier_3,11,mlp_out,standard_translation,0.18007499999999999,0.3916
tier_3,11,mlp_out,transliteration,0.0779,0.2697
tier_3,11,residual,code_switching,-0.36672499999999997,0.9666
tier_3,11,residual,standard_translation,-0.7159249999999999,1.150875
tier_3,11,residual,transliteration,-0.213625,1.019775
tier_3,12,attn_out,code_switching,0.009074999999999996,0.18007499999999999
tier_3,12,attn_out,standard_translation,0.08654999999999999,0.263
tier_3,12,attn_out,transliteration,0.005150000000000003,0.1576
tier_3,12,mlp_out,code_switching,-0.122075,0.279675
tier_3,12,mlp_out,standard_translation,0.214725,0.276
tier_3,12,mlp_out,transliteration,0.19745,0.2439
tier_3,12,residual,code_switching,-0.30857500000000004,0.8733
tier_3,12,residual,standard_translation,-0.6039749999999999,1.0851
tier_3,12,residual,transliteration,-0.17075,0.98075
tier_3,13,attn_out,code_switching,-0.0070999999999999995,0.087725
tier_3,13,attn_out,standard_translation,0.054125000000000006,0.25605
tier_3,13,attn_out,transliteration,0.04580000000000001,0.2082
tier_3,13,mlp_out,code_switching,0.114425,0.185975
tier_3,13,mlp_out,standard_translation,-0.00145,0.28025
tier_3,13,mlp_out,transliteration,0.149725,0.2331
tier_3,13,residual,code_switching,-0.41652500000000003,0.7385
tier_3,13,residual,standard_translation,-0.50475,0.7739499999999999
tier_3,13,residual,transliteration,-0.206975,0.816075
tier_3,14,attn_out,code_switching,0.008725,0.046275
tier_3,14,attn_out,standard_translation,0.061424999999999993,0.142375
tier_3,14,attn_out,transliteration,-0.044375,0.12255
tier_3,14,mlp_out,code_switching,-0.02425,0.19090000000000001
tier_3,14,mlp_out,standard_translation,0.1774,0.30295
tier_3,14,mlp_out,transliteration,0.182525,0.22875
tier_3,14,residual,code_switching,-0.390475,0.653825
tier_3,14,residual,standard_translation,-0.455925,0.71585
tier_3,14,residual,transliteration,-0.335325,0.85895
tier_3,15,attn_out,code_switching,0.009325,0.115775
tier_3,15,attn_out,standard_translation,0.002650000000000002,0.1358
tier_3,15,attn_out,transliteration,-0.011324999999999998,0.128525
tier_3,15,mlp_out,code_switching,-0.028675,0.129825
tier_3,15,mlp_out,standard_translation,0.06425,0.22615
tier_3,15,mlp_out,transliteration,0.16140000000000002,0.2741
tier_3,15,residual,code_switching,-0.43065,0.5919
tier_3,15,residual,standard_translation,-0.38875000000000004,0.6930499999999999
tier_3,15,residual,transliteration,-0.463925,0.970425
tier_3,16,attn_out,code_switching,-0.0508,0.0793
tier_3,16,attn_out,standard_translation,-0.085075,0.144075
tier_3,16,attn_out,transliteration,-0.051375000000000004,0.14245
tier_3,16,mlp_out,code_switching,-0.09355,0.099625
tier_3,16,mlp_out,standard_translation,0.01665,0.2915
tier_3,16,mlp_out,transliteration,-0.03815,0.1786
tier_3,16,residual,code_switching,-0.43642499999999995,0.5754
tier_3,16,residual,standard_translation,-0.46540000000000004,0.737325
tier_3,16,residual,transliteration,-0.594425,0.99545
tier_3,17,attn_out,code_switching,0.0033500000000000005,0.053675
tier_3,17,attn_out,standard_translation,0.0023500000000000014,0.075225
tier_3,17,attn_out,transliteration,0.007674999999999998,0.105575
tier_3,17,mlp_out,code_switching,-0.044950000000000004,0.152825
tier_3,17,mlp_out,standard_translation,-0.0696,0.365525
tier_3,17,mlp_out,transliteration,-0.045875,0.237625
tier_3,17,residual,code_switching,-0.40345000000000003,0.5765750000000001
tier_3,17,residual,standard_translation,-0.542875,0.815125
tier_3,17,residual,transliteration,-0.686425,1.00155
tier_3,18,attn_out,code_switching,-0.0036249999999999998,0.052775
tier_3,18,attn_out,standard_translation,-0.054325,0.0535
tier_3,18,attn_out,transliteration,-0.010725000000000002,0.0817
tier_3,18,mlp_out,code_switching,-0.018725000000000002,0.083775
tier_3,18,mlp_out,standard_translation,-0.064275,0.1207
tier_3,18,mlp_out,transliteration,0.012874999999999998,0.110525
tier_3,18,residual,code_switching,-0.07800000000000001,0.4182
tier_3,18,residual,standard_translation,-0.494625,0.314175
tier_3,18,residual,transliteration,-0.1667,0.6034
tier_3,19,attn_out,code_switching,0.014374999999999999,0.041550000000000004
tier_3,19,attn_out,standard_translation,0.0004999999999999996,0.051699999999999996
tier_3,19,attn_out,transliteration,-0.008124999999999999,0.056875
tier_3,19,mlp_out,code_switching,-0.0165,0.04975
tier_3,19,mlp_out,standard_translation,0.006124999999999999,0.071775
tier_3,19,mlp_out,transliteration,-0.0016249999999999993,0.070225
tier_3,19,residual,code_switching,-0.07177499999999999,0.271225
tier_3,19,residual,standard_translation,-0.2994,0.324025
tier_3,19,residual,transliteration,-0.18645,0.520375
tier_3,20,attn_out,code_switching,0.019,0.023625
tier_3,20,attn_out,standard_translation,-0.023,0.034025
tier_3,20,attn_out,transliteration,-0.0020249999999999995,0.020825
tier_3,20,mlp_out,code_switching,-0.01135,0.078625
tier_3,20,mlp_out,standard_translation,0.0173,0.05995
tier_3,20,mlp_out,transliteration,-0.007899999999999999,0.063125
tier_3,20,residual,code_switching,-0.08562499999999999,0.25865
tier_3,20,residual,standard_translation,-0.2782,0.3469
tier_3,20,residual,transliteration,-0.165325,0.394175
tier_3,21,attn_out,code_switching,-0.014525,0.0426
tier_3,21,attn_out,standard_translation,-0.014475,0.02105
tier_3,21,attn_out,transliteration,-0.037175,0.03345
tier_3,21,mlp_out,code_switching,0.00145,0.042175
tier_3,21,mlp_out,standard_translation,-0.0361,0.045625
tier_3,21,mlp_out,transliteration,-0.028749999999999998,0.035375000000000004
tier_3,21,residual,code_switching,-0.12645,0.207825
tier_3,21,residual,standard_translation,-0.229875,0.360275
tier_3,21,residual,transliteration,-0.23835,0.298425
tier_3,22,attn_out,code_switching,0.00555,0.012125
tier_3,22,attn_out,standard_translation,0.009625,0.01175
tier_3,22,attn_out,transliteration,-0.016525,0.016149999999999998
tier_3,22,mlp_out,code_switching,0.031775,0.05205
tier_3,22,mlp_out,standard_translation,0.024875,0.038724999999999996
tier_3,22,mlp_out,transliteration,-0.046075,0.0282
tier_3,22,residual,code_switching,-0.05115,0.128875
tier_3,22,residual,standard_translation,-0.159275,0.3499
tier_3,22,residual,transliteration,-0.297825,0.29495
tier_3,23,attn_out,code_switching,0.0104,0.035125
tier_3,23,attn_out,standard_translation,-0.01625,0.02905
tier_3,23,attn_out,transliteration,-0.014925,0.020874999999999998
tier_3,23,mlp_out,code_switching,0.004100000000000001,0.052525
tier_3,23,mlp_out,standard_translation,-0.004949999999999999,0.024675
tier_3,23,mlp_out,transliteration,-0.02875,0.02965
tier_3,23,residual,code_switching,-0.008400000000000005,0.1273
tier_3,23,residual,standard_translation,-0.15795,0.366375
tier_3,23,residual,transliteration,-0.2589,0.233925
tier_3,24,attn_out,code_switching,0.00605,0.0076
tier_3,24,attn_out,standard_translation,-2.168404344971009e-19,0.007875
tier_3,24,attn_out,transliteration,-0.02325,0.01145
tier_3,24,mlp_out,code_switching,-0.000325,0.03175
tier_3,24,mlp_out,standard_translation,-0.021974999999999998,0.0258
tier_3,24,mlp_out,transliteration,-0.045375,0.0199
tier_3,24,residual,code_switching,-0.0018250000000000002,0.099675
tier_3,24,residual,standard_translation,-0.12075,0.2992
tier_3,24,residual,transliteration,-0.180625,0.13775
tier_3,25,attn_out,code_switching,0.002725,0.007475
tier_3,25,attn_out,standard_translation,-0.0022500000000000003,0.009425000000000001
tier_3,25,attn_out,transliteration,0.013875,0.01345
tier_3,25,mlp_out,code_switching,-0.0006749999999999996,0.019200000000000002
tier_3,25,mlp_out,standard_translation,0.01035,0.034525
tier_3,25,mlp_out,transliteration,-0.0385,0.0198
tier_3,25,residual,code_switching,-0.00785,0.09687499999999999
tier_3,25,residual,standard_translation,-0.087875,0.170325
tier_3,25,residual,transliteration,-0.1051,0.037274999999999996
tier_3,26,attn_out,code_switching,0.00345,0.0065249999999999996
tier_3,26,attn_out,standard_translation,-0.006625,0.012275
tier_3,26,attn_out,transliteration,-0.0402,0.017825
tier_3,26,mlp_out,code_switching,0.0039,0.013225
tier_3,26,mlp_out,standard_translation,0.013849999999999998,0.0222
tier_3,26,mlp_out,transliteration,-0.010575,0.014425
tier_3,26,residual,code_switching,-0.020125,0.0535
tier_3,26,residual,standard_translation,-0.07352500000000001,0.1244
tier_3,26,residual,transliteration,-0.085275,0.032475000000000004
tier_3,27,attn_out,code_switching,0.0,0.0
tier_3,27,attn_out,standard_translation,0.0,0.0
tier_3,27,attn_out,transliteration,0.0,0.0
tier_3,27,mlp_out,code_switching,0.0,0.0
tier_3,27,mlp_out,standard_translation,0.0,0.0
tier_3,27,mlp_out,transliteration,0.0,0.0
tier_3,27,residual,code_switching,0.0,0.0
tier_3,27,residual,standard_translation,0.0,0.0
tier_3,27,residual,transliteration,0.0,0.0
tier_4,0,attn_out,code_switching,-0.104375,0.613275
tier_4,0,attn_out,standard_translation,-0.926825,0.688275
tier_4,0,attn_out,transliteration,0.198125,0.285175
tier_4,0,mlp_out,code_switching,-0.14950000000000002,0.352475
tier_4,0,mlp_out,standard_translation,-0.22465,0.506175
tier_4,0,mlp_out,transliteration,0.1928,0.23035
tier_4,0,residual,code_switching,-0.100575,0.618375
tier_4,0,residual,standard_translation,-0.9328,0.688075
tier_4,0,residual,transliteration,0.20932499999999998,0.28755
tier_4,1,attn_out,code_switching,-0.17407499999999998,0.2444
tier_4,1,attn_out,standard_translation,0.016050000000000002,0.191
tier_4,1,attn_out,transliteration,0.039725,0.10045
tier_4,1,mlp_out,code_switching,-0.094025,0.18465
tier_4,1,mlp_out,standard_translation,-0.012525,0.17325000000000002
tier_4,1,mlp_out,transliteration,0.016675000000000002,0.126725
tier_4,1,residual,code_switching,0.007424999999999991,0.5359499999999999
tier_4,1,residual,standard_translation,-0.9281250000000001,0.768725
tier_4,1,residual,transliteration,0.080375,0.283575
tier_4,2,attn_out,code_switching,-0.12589999999999998,0.186525
tier_4,2,attn_out,standard_translation,0.057574999999999994,0.17915
tier_4,2,attn_out,transliteration,0.006875,0.06747500000000001
tier_4,2,mlp_out,code_switching,0.016274999999999998,0.195725
tier_4,2,mlp_out,standard_translation,0.05965,0.275325
tier_4,2,mlp_out,transliteration,-0.0376,0.158525
tier_4,2,residual,code_switching,0.074925,0.4999
tier_4,2,residual,standard_translation,-1.010575,0.84135
tier_4,2,residual,transliteration,0.010475000000000002,0.330875
tier_4,3,attn_out,code_switching,-0.099875,0.125325
tier_4,3,attn_out,standard_translation,0.024274999999999998,0.11085
tier_4,3,attn_out,transliteration,0.030350000000000002,0.070025
tier_4,3,mlp_out,code_switching,-0.168575,0.3246
tier_4,3,mlp_out,standard_translation,-0.09392500000000001,0.2665
tier_4,3,mlp_out,transliteration,-0.025349999999999998,0.11155
tier_4,3,residual,code_switching,0.22085000000000002,0.8483499999999999
tier_4,3,residual,standard_translation,-1.478875,0.818025
tier_4,3,residual,transliteration,-0.07080000000000002,0.3045
tier_4,4,attn_out,code_switching,-0.083325,0.143725
tier_4,4,attn_out,standard_translation,0.009024999999999998,0.1009
tier_4,4,attn_out,transliteration,0.012150000000000001,0.04105
tier_4,4,mlp_out,code_switching,-0.18130000000000002,0.27535
tier_4,4,mlp_out,standard_translation,0.005174999999999999,0.189075
tier_4,4,mlp_out,transliteration,0.049374999999999995,0.0857
tier_4,4,residual,code_switching,0.1687,0.846375
tier_4,4,residual,standard_translation,-1.46485,0.750375
tier_4,4,residual,transliteration,-0.029325000000000004,0.296275
tier_4,5,attn_out,code_switching,-0.009275,0.1518
tier_4,5,attn_out,standard_translation,-0.017175,0.094775
tier_4,5,attn_out,transliteration,0.0007999999999999993,0.04895
tier_4,5,mlp_out,code_switching,-0.027475,0.333825
tier_4,5,mlp_out,standard_translation,0.065375,0.213075
tier_4,5,mlp_out,transliteration,-0.0665,0.130775
tier_4,5,residual,code_switching,0.239725,0.90245
tier_4,5,residual,standard_translation,-1.404375,0.77225
tier_4,5,residual,transliteration,-0.05979999999999999,0.3004
tier_4,6,attn_out,code_switching,-0.027025000000000004,0.167175
tier_4,6,attn_out,standard_translation,-0.0031249999999999993,0.090375
tier_4,6,attn_out,transliteration,-0.008174999999999998,0.06435
tier_4,6,mlp_out,code_switching,0.018475000000000002,0.390375
tier_4,6,mlp_out,standard_translation,-0.09935,0.21450000000000002
tier_4,6,mlp_out,transliteration,-0.018625,0.118775
tier_4,6,residual,code_switching,0.201125,1.0283
tier_4,6,residual,standard_translation,-1.6012,0.802875
tier_4,6,residual,transliteration,-0.086675,0.3054
tier_4,7,attn_out,code_switching,0.085825,0.147725
tier_4,7,attn_out,standard_translation,-0.057525,0.12117499999999999
tier_4,7,attn_out,transliteration,0.01615,0.0691
tier_4,7,mlp_out,code_switching,-0.015500000000000007,0.49685
tier_4,7,mlp_out,standard_translation,-0.12595,0.19087500000000002
tier_4,7,mlp_out,transliteration,0.0381,0.158475
tier_4,7,residual,code_switching,0.224025,1.08825
tier_4,7,residual,standard_translation,-1.806075,0.813875
tier_4,7,residual,transliteration,0.032325000000000007,0.33165
tier_4,8,attn_out,code_switching,-0.013949999999999997,0.1492
tier_4,8,attn_out,standard_translation,-0.007225000000000002,0.093825
tier_4,8,attn_out,transliteration,-0.00265,0.0465
tier_4,8,mlp_out,code_switching,-0.12232500000000002,0.397575
tier_4,8,mlp_out,standard_translation,-0.066675,0.10250000000000001
tier_4,8,mlp_out,transliteration,-0.009575,0.092125
tier_4,8,residual,code_switching,0.16715000000000002,1.0185
tier_4,8,residual,standard_translation,-1.878025,0.8469
tier_4,8,residual,transliteration,-0.085725,0.48507500000000003
tier_4,9,attn_out,code_switching,-0.024800000000000003,0.173425
tier_4,9,attn_out,standard_translation,-0.0287,0.066775
tier_4,9,attn_out,transliteration,0.012750000000000001,0.056925
tier_4,9,mlp_out,code_switching,-0.16242499999999999,0.41485
tier_4,9,mlp_out,standard_translation,-0.061,0.150175
tier_4,9,mlp_out,transliteration,0.073825,0.160825
tier_4,9,residual,code_switching,0.267625,1.0621749999999999
tier_4,9,residual,standard_translation,-1.8452499999999998,0.837325
tier_4,9,residual,transliteration,0.0359,0.47052499999999997
tier_4,10,attn_out,code_switching,0.04835,0.142975
tier_4,10,attn_out,standard_translation,-0.002200000000000002,0.091
tier_4,10,attn_out,transliteration,0.0052,0.06075
tier_4,10,mlp_out,code_switching,-0.11857499999999999,0.15810000000000002
tier_4,10,mlp_out,standard_translation,-0.163625,0.24605000000000002
tier_4,10,mlp_out,transliteration,0.0339,0.127575
tier_4,10,residual,code_switching,0.22590000000000002,0.8562
tier_4,10,residual,standard_translation,-1.8178,0.847025
tier_4,10,residual,transliteration,-0.0024999999999999953,0.415525
tier_4,11,attn_out,code_switching,0.063125,0.091625
tier_4,11,attn_out,standard_translation,0.018275,0.0675
tier_4,11,attn_out,transliteration,-0.019125,0.0552
tier_4,11,mlp_out,code_switching,0.0805,0.22885
tier_4,11,mlp_out,standard_translation,0.014425,0.15095
tier_4,11,mlp_out,transliteration,-0.006700000000000003,0.071425
tier_4,11,residual,code_switching,0.11215,0.71305
tier_4,11,residual,standard_translation,-1.637275,0.766375
tier_4,11,residual,transliteration,-0.02005,0.3708
tier_4,12,attn_out,code_switching,0.046075,0.0704
tier_4,12,attn_out,standard_translation,0.03745,0.083275
tier_4,12,attn_out,transliteration,0.0009250000000000005,0.04035
tier_4,12,mlp_out,code_switching,-0.1422,0.29675
tier_4,12,mlp_out,standard_translation,-0.082025,0.13037500000000002
tier_4,12,mlp_out,transliteration,0.039775,0.091775
tier_4,12,residual,code_switching,-0.09125,0.6867
tier_4,12,residual,standard_translation,-1.567175,0.790875
tier_4,12,residual,transliteration,0.023299999999999998,0.34275
tier_4,13,attn_out,code_switching,0.013874999999999998,0.08555
tier_4,13,attn_out,standard_translation,-0.014975000000000002,0.060125000000000005
tier_4,13,attn_out,transliteration,0.016149999999999998,0.055925
tier_4,13,mlp_out,code_switching,0.057300000000000004,0.14635
tier_4,13,mlp_out,standard_translation,-0.03475,0.079825
tier_4,13,mlp_out,transliteration,0.01865,0.07515
tier_4,13,residual,code_switching,-0.2876,0.5878
tier_4,13,residual,standard_translation,-0.54375,0.61575
tier_4,13,residual,transliteration,0.11390000000000002,0.30325
tier_4,14,attn_out,code_switching,-0.022324999999999998,0.0369
tier_4,14,attn_out,standard_translation,-0.0006749999999999998,0.054724999999999996
tier_4,14,attn_out,transliteration,-0.005549999999999999,0.03015
tier_4,14,mlp_out,code_switching,0.1056,0.20184999999999997
tier_4,14,mlp_out,standard_translation,-0.09834999999999999,0.13935
tier_4,14,mlp_out,transliteration,0.015075000000000002,0.0832
tier_4,14,residual,code_switching,-0.29405000000000003,0.56845
tier_4,14,residual,standard_translation,-0.425025,0.59955
tier_4,14,residual,transliteration,0.12819999999999998,0.281875
tier_4,15,attn_out,code_switching,-0.002575,0.06369999999999999
tier_4,15,attn_out,standard_translation,-0.0161,0.062075
tier_4,15,attn_out,transliteration,-0.01485,0.051699999999999996
tier_4,15,mlp_out,code_switching,0.071175,0.170325
tier_4,15,mlp_out,standard_translation,0.020725,0.06797500000000001
tier_4,15,mlp_out,transliteration,-0.01445,0.054025000000000004
tier_4,15,residual,code_switching,-0.2705,0.5677
tier_4,15,residual,standard_translation,-0.193125,0.523425
tier_4,15,residual,transliteration,0.058025,0.246975
tier_4,16,attn_out,code_switching,-0.028075,0.06205
tier_4,16,attn_out,standard_translation,-0.0003499999999999996,0.068825
tier_4,16,attn_out,transliteration,-0.009925,0.0334
tier_4,16,mlp_out,code_switching,-0.039475,0.16060000000000002
tier_4,16,mlp_out,standard_translation,-0.070875,0.077575
tier_4,16,mlp_out,transliteration,-0.011899999999999999,0.056725
tier_4,16,residual,code_switching,-0.24925,0.548375
tier_4,16,residual,standard_translation,-0.227075,0.4904
tier_4,16,residual,transliteration,-0.005925,0.30485
tier_4,17,attn_out,code_switching,0.010525,0.045325
tier_4,17,attn_out,standard_translation,0.03055,0.070675
tier_4,17,attn_out,transliteration,0.0011750000000000007,0.050975
tier_4,17,mlp_out,code_switching,-0.039725,0.169775
tier_4,17,mlp_out,standard_translation,-0.005600000000000001,0.087725
tier_4,17,mlp_out,transliteration,0.051475,0.100325
tier_4,17,residual,code_switching,-0.2029,0.57175
tier_4,17,residual,standard_translation,-0.14894999999999997,0.4494
tier_4,17,residual,transliteration,-0.010700000000000001,0.2589
tier_4,18,attn_out,code_switching,0.0277,0.05159999999999999
tier_4,18,attn_out,standard_translation,0.0183,0.038075
tier_4,18,attn_out,transliteration,-0.0002500000000000002,0.026975
tier_4,18,mlp_out,code_switching,0.018875,0.058975
tier_4,18,mlp_out,standard_translation,-0.004449999999999999,0.061925
tier_4,18,mlp_out,transliteration,0.056975,0.07365000000000001
tier_4,18,residual,code_switching,-0.005624999999999996,0.315175
tier_4,18,residual,standard_translation,-0.108325,0.1222
tier_4,18,residual,transliteration,0.132975,0.11335
tier_4,19,attn_out,code_switching,-0.005825,0.03915
tier_4,19,attn_out,standard_translation,-0.007425,0.021324999999999997
tier_4,19,attn_out,transliteration,0.006725,0.01575
tier_4,19,mlp_out,code_switching,-0.0156,0.092225
tier_4,19,mlp_out,standard_translation,0.00895,0.040725
tier_4,19,mlp_out,transliteration,-0.0038250000000000007,0.028875
tier_4,19,residual,code_switching,-0.019775,0.255725
tier_4,19,residual,standard_translation,0.009024999999999998,0.10245
tier_4,19,residual,transliteration,0.05475,0.101175
tier_4,20,attn_out,code_switching,0.003075,0.018075
tier_4,20,attn_out,standard_translation,0.0027,0.012625
tier_4,20,attn_out,transliteration,0.003425,0.008825
tier_4,20,mlp_out,code_switching,-0.021249999999999998,0.0525
tier_4,20,mlp_out,standard_translation,0.009925,0.036125000000000004
tier_4,20,mlp_out,transliteration,0.014549999999999999,0.0219
tier_4,20,residual,code_switching,-0.012300000000000002,0.2449
tier_4,20,residual,standard_translation,-0.006999999999999999,0.102775
tier_4,20,residual,transliteration,0.051625000000000004,0.061325000000000005
