tier,layer,component,perturbation,mean_restoration,std_restoration
tier_2,21,residual,code_switching,0.0421,0.054775000000000004
tier_2,21,residual,standard_translation,-0.068775,0.12987500000000002
tier_2,21,residual,transliteration,0.030275,0.027475
tier_2,22,attn_out,code_switching,0.00095,0.001875
tier_2,22,attn_out,standard_translation,-0.002275,0.007625
tier_2,22,attn_out,transliteration,0.0018249999999999998,0.001375
tier_2,22,mlp_out,code_switching,0.00705,0.00975
tier_2,22,mlp_out,standard_translation,0.0134,0.047875
tier_2,22,mlp_out,transliteration,0.0036000000000000003,0.00255
tier_2,22,residual,code_switching,0.014975,0.032525
tier_2,22,residual,standard_translation,-0.039575,0.072675
tier_2,22,residual,transliteration,0.026575,0.020375
tier_2,23,attn_out,code_switching,-0.0009750000000000002,0.004675
tier_2,23,attn_out,standard_translation,-0.00375,0.01275
tier_2,23,attn_out,transliteration,0.001225,0.002075
tier_2,23,mlp_out,code_switching,0.00225,0.007125
tier_2,23,mlp_out,standard_translation,-0.0065249999999999996,0.011824999999999999
tier_2,23,mlp_out,transliteration,0.002275,0.00275
tier_2,23,residual,code_switching,0.01165,0.030575
tier_2,23,residual,standard_translation,-0.05335,0.082025
tier_2,23,residual,transliteration,0.020475,0.012875000000000001
