layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
7,residual,ru,tier_2,code_switching,-0.6865,0.1811,20,0
7,attn_out,ru,tier_2,code_switching,-0.0225,0.1542,20,0
7,mlp_out,ru,tier_2,code_switching,0.0426,0.1688,20,0
8,residual,ru,tier_2,code_switching,-0.7653,0.1978,20,0
8,attn_out,ru,tier_2,code_switching,0.0383,0.0622,20,0
8,mlp_out,ru,tier_2,code_switching,-0.0786,0.1474,20,0
9,residual,ru,tier_2,code_switching,-0.5441,0.2677,20,0
9,attn_out,ru,tier_2,code_switching,0.0334,0.0676,20,0
9,mlp_out,ru,tier_2,code_switching,-0.0116,0.0889,20,0
10,residual,ru,tier_2,code_switching,-0.4601,0.3021,20,0
10,attn_out,ru,tier_2,code_switching,0.0353,0.0779,20,0
10,mlp_out,ru,tier_2,code_switching,-0.0808,0.0642,20,0
11,residual,ru,tier_2,code_switching,-0.4477,0.2779,20,0
11,attn_out,ru,tier_2,code_switching,-0.0212,0.0304,20,0
11,mlp_out,ru,tier_2,code_switching,-0.1104,0.1208,20,0
12,residual,ru,tier_2,code_switching,-0.3196,0.2841,20,0
12,attn_out,ru,tier_2,code_switching,0.0366,0.0338,20,0
12,mlp_out,ru,tier_2,code_switching,-0.0691,0.061,20,0
13,residual,ru,tier_2,code_switching,-0.2314,0.2557,20,0
13,attn_out,ru,tier_2,code_switching,0.0239,0.0392,20,0
13,mlp_out,ru,tier_2,code_switching,-0.0274,0.029,20,0
14,residual,ru,tier_2,code_switching,-0.1676,0.2123,20,0
14,attn_out,ru,tier_2,code_switching,0.0047,0.0299,20,0
14,mlp_out,ru,tier_2,code_switching,-0.0198,0.0753,20,0
15,residual,ru,tier_2,code_switching,-0.113,0.1315,20,0
15,attn_out,ru,tier_2,code_switching,-0.0139,0.013,20,0
15,mlp_out,ru,tier_2,code_switching,-0.0029,0.0913,20,0
16,residual,ru,tier_2,code_switching,-0.1279,0.1464,20,0
16,attn_out,ru,tier_2,code_switching,0.005,0.0347,20,0
16,mlp_out,ru,tier_2,code_switching,-0.037,0.0425,20,0
17,residual,ru,tier_2,code_switching,-0.1125,0.1123,20,0
17,attn_out,ru,tier_2,code_switching,0.0103,0.0063,20,0
17,mlp_out,ru,tier_2,code_switching,-0.0521,0.0502,20,0
18,residual,ru,tier_2,code_switching,-0.11,0.1144,20,0
18,attn_out,ru,tier_2,code_switching,0.0157,0.027,20,0
18,mlp_out,ru,tier_2,code_switching,-0.0201,0.061,20,0
19,residual,ru,tier_2,code_switching,-0.1078,0.103,20,0
19,attn_out,ru,tier_2,code_switching,0.0046,0.011,20,0
19,mlp_out,ru,tier_2,code_switching,-0.0302,0.0408,20,0
20,residual,ru,tier_2,code_switching,-0.0092,0.0404,20,0
20,attn_out,ru,tier_2,code_switching,0.0147,0.0185,20,0
20,mlp_out,ru,tier_2,code_switching,0.0044,0.0323,20,0
21,residual,ru,tier_2,code_switching,0.0028,0.0301,20,0
21,attn_out,ru,tier_2,code_switching,0.0007,0.0074,20,0
21,mlp_out,ru,tier_2,code_switching,0.0132,0.009,20,0
22,residual,ru,tier_2,code_switching,0.0215,0.0566,20,0
22,attn_out,ru,tier_2,code_switching,0.0008,0.0095,20,0
22,mlp_out,ru,tier_2,code_switching,0.0124,0.0134,20,0
23,residual,ru,tier_2,code_switching,0.0249,0.0622,20,0
23,attn_out,ru,tier_2,code_switching,0.003,0.0058,20,0
23,mlp_out,ru,tier_2,code_switching,0.0082,0.0302,20,0
24,residual,ru,tier_2,code_switching,0.02,0.0248,20,0
24,attn_out,ru,tier_2,code_switching,0.0035,0.0028,20,0
24,mlp_out,ru,tier_2,code_switching,0.0106,0.0178,20,0
25,residual,ru,tier_2,code_switching,0.0143,0.0174,20,0
25,attn_out,ru,tier_2,code_switching,0.0016,0.0031,20,0
25,mlp_out,ru,tier_2,code_switching,0.0019,0.0087,20,0
26,residual,ru,tier_2,code_switching,0.0121,0.0204,20,0
26,attn_out,ru,tier_2,code_switching,0.0046,0.0031,20,0
26,mlp_out,ru,tier_2,code_switching,0.0095,0.0147,20,0
27,residual,ru,tier_2,code_switching,0.0092,0.0079,20,0
27,attn_out,ru,tier_2,code_switching,-0.0005,0.0018,20,0
27,mlp_out,ru,tier_2,code_switching,0.0029,0.0034,20,0
28,residual,ru,tier_2,code_switching,-0.0087,0.0389,20,0
28,attn_out,ru,tier_2,code_switching,0.0024,0.002,20,0
28,mlp_out,ru,tier_2,code_switching,-0.0012,0.0091,20,0
29,residual,ru,tier_2,code_switching,-0.0106,0.0334,20,0
29,attn_out,ru,tier_2,code_switching,-0.0002,0.0033,20,0
29,mlp_out,ru,tier_2,code_switching,0.0036,0.0035,20,0
30,residual,ru,tier_2,code_switching,-0.0123,0.0244,20,0
30,attn_out,ru,tier_2,code_switching,-0.0003,0.0008,20,0
30,mlp_out,ru,tier_2,code_switching,-0.001,0.0017,20,0
31,residual,ru,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ru,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ru,tier_2,code_switching,0.0,0.0,20,0
0,residual,ko,tier_2,code_switching,-0.232,0.6904,20,0
0,attn_out,ko,tier_2,code_switching,-0.4574,0.4529,20,0
0,mlp_out,ko,tier_2,code_switching,0.1787,0.5908,20,0
1,residual,ko,tier_2,code_switching,-0.576,0.8716,20,0
1,attn_out,ko,tier_2,code_switching,-0.0831,0.1922,20,0
1,mlp_out,ko,tier_2,code_switching,-0.2105,0.3468,20,0
2,residual,ko,tier_2,code_switching,-0.7475,1.0629,20,0
2,attn_out,ko,tier_2,code_switching,-0.2669,0.3633,20,0
2,mlp_out,ko,tier_2,code_switching,-0.1651,0.1897,20,0
3,residual,ko,tier_2,code_switching,-1.2705,1.3742,20,0
3,attn_out,ko,tier_2,code_switching,-0.5615,0.5327,20,0
3,mlp_out,ko,tier_2,code_switching,0.0322,0.1445,20,0
4,residual,ko,tier_2,code_switching,-1.3908,1.4098,20,0
4,attn_out,ko,tier_2,code_switching,-0.0676,0.1422,20,0
4,mlp_out,ko,tier_2,code_switching,-0.371,0.278,20,0
5,residual,ko,tier_2,code_switching,-1.9217,1.7147,20,0
5,attn_out,ko,tier_2,code_switching,-0.8691,0.7616,20,0
5,mlp_out,ko,tier_2,code_switching,0.0713,0.2479,20,0
6,residual,ko,tier_2,code_switching,-2.0968,1.8056,20,0
6,attn_out,ko,tier_2,code_switching,-0.1535,0.1805,20,0
6,mlp_out,ko,tier_2,code_switching,-0.6283,0.827,20,0
7,residual,ko,tier_2,code_switching,-1.9613,1.8212,20,0
7,attn_out,ko,tier_2,code_switching,-0.2866,0.2797,20,0
7,mlp_out,ko,tier_2,code_switching,-0.0022,0.4579,20,0
8,residual,ko,tier_2,code_switching,-1.94,1.8676,20,0
8,attn_out,ko,tier_2,code_switching,0.0005,0.0357,20,0
8,mlp_out,ko,tier_2,code_switching,-0.553,0.9802,20,0
9,residual,ko,tier_2,code_switching,-1.4315,1.4927,20,0
9,attn_out,ko,tier_2,code_switching,-0.0407,0.1239,20,0
9,mlp_out,ko,tier_2,code_switching,-0.0263,0.1102,20,0
10,residual,ko,tier_2,code_switching,-1.0854,1.2165,20,0
10,attn_out,ko,tier_2,code_switching,-0.1125,0.1039,20,0
10,mlp_out,ko,tier_2,code_switching,0.1136,0.118,20,0
11,residual,ko,tier_2,code_switching,-0.9829,1.0798,20,0
11,attn_out,ko,tier_2,code_switching,-0.0137,0.0403,20,0
11,mlp_out,ko,tier_2,code_switching,-0.0436,0.0919,20,0
12,residual,ko,tier_2,code_switching,-0.664,0.8258,20,0
12,attn_out,ko,tier_2,code_switching,0.0747,0.0778,20,0
12,mlp_out,ko,tier_2,code_switching,0.0072,0.0888,20,0
13,residual,ko,tier_2,code_switching,-0.5363,0.7125,20,0
13,attn_out,ko,tier_2,code_switching,0.0133,0.0509,20,0
13,mlp_out,ko,tier_2,code_switching,0.0028,0.0748,20,0
14,residual,ko,tier_2,code_switching,-0.2539,0.4067,20,0
14,attn_out,ko,tier_2,code_switching,0.0239,0.0487,20,0
14,mlp_out,ko,tier_2,code_switching,-0.017,0.0668,20,0
15,residual,ko,tier_2,code_switching,-0.1429,0.3894,20,0
15,attn_out,ko,tier_2,code_switching,-0.0045,0.0273,20,0
15,mlp_out,ko,tier_2,code_switching,-0.0061,0.0327,20,0
16,residual,ko,tier_2,code_switching,-0.1301,0.3834,20,0
16,attn_out,ko,tier_2,code_switching,0.0076,0.0313,20,0
16,mlp_out,ko,tier_2,code_switching,0.0046,0.0306,20,0
17,residual,ko,tier_2,code_switching,0.0252,0.2057,20,0
17,attn_out,ko,tier_2,code_switching,-0.0029,0.0124,20,0
17,mlp_out,ko,tier_2,code_switching,0.0069,0.0062,20,0
18,residual,ko,tier_2,code_switching,0.061,0.196,20,0
18,attn_out,ko,tier_2,code_switching,-0.018,0.0195,20,0
18,mlp_out,ko,tier_2,code_switching,-0.02,0.0544,20,0
19,residual,ko,tier_2,code_switching,0.0147,0.2173,20,0
19,attn_out,ko,tier_2,code_switching,-0.0083,0.0192,20,0
19,mlp_out,ko,tier_2,code_switching,-0.0042,0.051,20,0
20,residual,ko,tier_2,code_switching,0.098,0.2302,20,0
20,attn_out,ko,tier_2,code_switching,0.0411,0.0572,20,0
20,mlp_out,ko,tier_2,code_switching,-0.0008,0.0433,20,0
21,residual,ko,tier_2,code_switching,0.024,0.2307,20,0
21,attn_out,ko,tier_2,code_switching,-0.0042,0.0046,20,0
21,mlp_out,ko,tier_2,code_switching,0.0259,0.0247,20,0
22,residual,ko,tier_2,code_switching,0.0422,0.2382,20,0
22,attn_out,ko,tier_2,code_switching,-0.0039,0.0077,20,0
22,mlp_out,ko,tier_2,code_switching,-0.023,0.0544,20,0
23,residual,ko,tier_2,code_switching,0.058,0.2079,20,0
23,attn_out,ko,tier_2,code_switching,-0.0061,0.0055,20,0
23,mlp_out,ko,tier_2,code_switching,-0.003,0.0313,20,0
24,residual,ko,tier_2,code_switching,0.1022,0.2169,20,0
24,attn_out,ko,tier_2,code_switching,-0.0078,0.0061,20,0
24,mlp_out,ko,tier_2,code_switching,-0.0097,0.0198,20,0
25,residual,ko,tier_2,code_switching,0.112,0.2103,20,0
25,attn_out,ko,tier_2,code_switching,-0.0025,0.007,20,0
25,mlp_out,ko,tier_2,code_switching,-0.0016,0.0237,20,0
26,residual,ko,tier_2,code_switching,0.103,0.2152,20,0
26,attn_out,ko,tier_2,code_switching,0.0068,0.0065,20,0
26,mlp_out,ko,tier_2,code_switching,0.0113,0.0144,20,0
27,residual,ko,tier_2,code_switching,0.0449,0.0959,20,0
27,attn_out,ko,tier_2,code_switching,0.0026,0.0028,20,0
27,mlp_out,ko,tier_2,code_switching,-0.004,0.0182,20,0
28,residual,ko,tier_2,code_switching,0.0236,0.0567,20,0
28,attn_out,ko,tier_2,code_switching,-0.0011,0.0024,20,0
28,mlp_out,ko,tier_2,code_switching,0.0258,0.0299,20,0
29,residual,ko,tier_2,code_switching,-0.0028,0.0089,20,0
29,attn_out,ko,tier_2,code_switching,-0.0021,0.0025,20,0
29,mlp_out,ko,tier_2,code_switching,0.0001,0.0044,20,0
30,residual,ko,tier_2,code_switching,-0.0047,0.0057,20,0
30,attn_out,ko,tier_2,code_switching,-0.0,0.0008,20,0
30,mlp_out,ko,tier_2,code_switching,0.0011,0.0024,20,0
31,residual,ko,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ko,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ko,tier_2,code_switching,0.0,0.0,20,0
0,residual,ja,tier_2,code_switching,0.1056,0.6778,20,0
0,attn_out,ja,tier_2,code_switching,-0.1618,0.7207,20,0
0,mlp_out,ja,tier_2,code_switching,0.0169,0.8877,20,0
1,residual,ja,tier_2,code_switching,0.152,0.6855,20,0
1,attn_out,ja,tier_2,code_switching,0.5383,0.4044,20,0
1,mlp_out,ja,tier_2,code_switching,-0.4609,1.1188,20,0
2,residual,ja,tier_2,code_switching,0.0665,0.755,20,0
2,attn_out,ja,tier_2,code_switching,-0.1488,0.5715,20,0
2,mlp_out,ja,tier_2,code_switching,0.5033,0.374,20,0
3,residual,ja,tier_2,code_switching,-0.4106,1.1644,20,0
3,attn_out,ja,tier_2,code_switching,0.0485,0.1307,20,0
3,mlp_out,ja,tier_2,code_switching,-0.1464,0.7495,20,0
4,residual,ja,tier_2,code_switching,-0.3907,1.0782,20,0
4,attn_out,ja,tier_2,code_switching,-0.0087,0.1329,20,0
4,mlp_out,ja,tier_2,code_switching,0.2538,0.4138,20,0
5,residual,ja,tier_2,code_switching,-0.7319,1.3852,20,0
5,attn_out,ja,tier_2,code_switching,-0.0077,0.1962,20,0
5,mlp_out,ja,tier_2,code_switching,-0.0986,0.4449,20,0
6,residual,ja,tier_2,code_switching,-0.9564,1.6153,20,0
6,attn_out,ja,tier_2,code_switching,-0.403,0.4486,20,0
6,mlp_out,ja,tier_2,code_switching,-0.4705,0.853,20,0
7,residual,ja,tier_2,code_switching,-0.9447,1.5976,20,0
7,attn_out,ja,tier_2,code_switching,-0.1741,0.1753,20,0
7,mlp_out,ja,tier_2,code_switching,0.2835,0.3038,20,0
8,residual,ja,tier_2,code_switching,-0.9267,1.6423,20,0
8,attn_out,ja,tier_2,code_switching,-0.0781,0.1583,20,0
8,mlp_out,ja,tier_2,code_switching,-0.6887,0.967,20,0
9,residual,ja,tier_2,code_switching,-0.8228,1.56,20,0
9,attn_out,ja,tier_2,code_switching,-0.0774,0.1756,20,0
9,mlp_out,ja,tier_2,code_switching,-0.2348,0.3594,20,0
10,residual,ja,tier_2,code_switching,-0.711,1.4339,20,0
10,attn_out,ja,tier_2,code_switching,-0.0315,0.0794,20,0
10,mlp_out,ja,tier_2,code_switching,-0.1158,0.3093,20,0
11,residual,ja,tier_2,code_switching,-0.8151,1.5273,20,0
11,attn_out,ja,tier_2,code_switching,-0.0757,0.1233,20,0
11,mlp_out,ja,tier_2,code_switching,-0.1888,0.2575,20,0
12,residual,ja,tier_2,code_switching,-0.6264,1.367,20,0
12,attn_out,ja,tier_2,code_switching,0.0533,0.0926,20,0
12,mlp_out,ja,tier_2,code_switching,-0.1015,0.4268,20,0
13,residual,ja,tier_2,code_switching,-0.6169,1.3227,20,0
13,attn_out,ja,tier_2,code_switching,0.0262,0.0431,20,0
13,mlp_out,ja,tier_2,code_switching,0.0153,0.1729,20,0
14,residual,ja,tier_2,code_switching,-0.4961,1.1687,20,0
14,attn_out,ja,tier_2,code_switching,0.0185,0.0237,20,0
14,mlp_out,ja,tier_2,code_switching,0.0193,0.1997,20,0
15,residual,ja,tier_2,code_switching,-0.4525,1.0992,20,0
15,attn_out,ja,tier_2,code_switching,-0.0,0.0511,20,0
15,mlp_out,ja,tier_2,code_switching,-0.0283,0.0474,20,0
16,residual,ja,tier_2,code_switching,-0.4412,1.0879,20,0
16,attn_out,ja,tier_2,code_switching,-0.0295,0.0474,20,0
16,mlp_out,ja,tier_2,code_switching,-0.0952,0.1584,20,0
17,residual,ja,tier_2,code_switching,0.074,0.5764,20,0
17,attn_out,ja,tier_2,code_switching,-0.003,0.0156,20,0
17,mlp_out,ja,tier_2,code_switching,-0.0187,0.0655,20,0
18,residual,ja,tier_2,code_switching,0.1342,0.5305,20,0
18,attn_out,ja,tier_2,code_switching,-0.031,0.0345,20,0
18,mlp_out,ja,tier_2,code_switching,0.0425,0.1137,20,0
19,residual,ja,tier_2,code_switching,0.1367,0.5067,20,0
19,attn_out,ja,tier_2,code_switching,-0.013,0.0177,20,0
19,mlp_out,ja,tier_2,code_switching,0.0677,0.0951,20,0
20,residual,ja,tier_2,code_switching,0.0941,0.3746,20,0
20,attn_out,ja,tier_2,code_switching,0.0008,0.0201,20,0
20,mlp_out,ja,tier_2,code_switching,0.0198,0.0635,20,0
21,residual,ja,tier_2,code_switching,0.0844,0.3336,20,0
21,attn_out,ja,tier_2,code_switching,0.0,0.0064,20,0
21,mlp_out,ja,tier_2,code_switching,0.0261,0.0419,20,0
22,residual,ja,tier_2,code_switching,0.0774,0.3521,20,0
22,attn_out,ja,tier_2,code_switching,0.0017,0.0039,20,0
22,mlp_out,ja,tier_2,code_switching,-0.0025,0.0526,20,0
23,residual,ja,tier_2,code_switching,0.0435,0.3655,20,0
23,attn_out,ja,tier_2,code_switching,-0.0056,0.007,20,0
23,mlp_out,ja,tier_2,code_switching,0.0012,0.0297,20,0
24,residual,ja,tier_2,code_switching,0.1142,0.2914,20,0
24,attn_out,ja,tier_2,code_switching,-0.0025,0.009,20,0
24,mlp_out,ja,tier_2,code_switching,0.0061,0.024,20,0
25,residual,ja,tier_2,code_switching,0.1497,0.2692,20,0
25,attn_out,ja,tier_2,code_switching,-0.0017,0.0098,20,0
25,mlp_out,ja,tier_2,code_switching,0.0061,0.0218,20,0
26,residual,ja,tier_2,code_switching,0.1487,0.2651,20,0
26,attn_out,ja,tier_2,code_switching,-0.0008,0.0077,20,0
26,mlp_out,ja,tier_2,code_switching,0.0208,0.0221,20,0
27,residual,ja,tier_2,code_switching,0.0019,0.0409,20,0
27,attn_out,ja,tier_2,code_switching,-0.0017,0.004,20,0
27,mlp_out,ja,tier_2,code_switching,-0.014,0.0187,20,0
28,residual,ja,tier_2,code_switching,-0.0233,0.0582,20,0
28,attn_out,ja,tier_2,code_switching,-0.0072,0.0066,20,0
28,mlp_out,ja,tier_2,code_switching,0.0052,0.0064,20,0
29,residual,ja,tier_2,code_switching,-0.0315,0.0387,20,0
29,attn_out,ja,tier_2,code_switching,-0.0102,0.0155,20,0
29,mlp_out,ja,tier_2,code_switching,-0.0048,0.0056,20,0
30,residual,ja,tier_2,code_switching,-0.0175,0.0179,20,0
30,attn_out,ja,tier_2,code_switching,0.0016,0.0028,20,0
30,mlp_out,ja,tier_2,code_switching,-0.0059,0.007,20,0
31,residual,ja,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ja,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ja,tier_2,code_switching,0.0,0.0,20,0
0,residual,tr,tier_3,code_switching,-0.2905,0.5041,20,0
0,attn_out,tr,tier_3,code_switching,-0.1607,0.4372,20,0
0,mlp_out,tr,tier_3,code_switching,-0.0394,0.4264,20,0
1,residual,tr,tier_3,code_switching,-0.7263,0.3025,20,0
1,attn_out,tr,tier_3,code_switching,-0.1224,0.158,20,0
1,mlp_out,tr,tier_3,code_switching,-0.0803,0.3701,20,0
2,residual,tr,tier_3,code_switching,-1.2553,0.5323,20,0
2,attn_out,tr,tier_3,code_switching,-0.5173,0.4302,20,0
2,mlp_out,tr,tier_3,code_switching,-0.2479,0.2261,20,0
3,residual,tr,tier_3,code_switching,-1.8776,1.1653,20,0
3,attn_out,tr,tier_3,code_switching,-0.8641,0.745,20,0
3,mlp_out,tr,tier_3,code_switching,-0.2056,0.3284,20,0
4,residual,tr,tier_3,code_switching,-1.9214,1.2347,20,0
4,attn_out,tr,tier_3,code_switching,0.0015,0.1185,20,0
4,mlp_out,tr,tier_3,code_switching,-0.5615,0.3547,20,0
5,residual,tr,tier_3,code_switching,-2.3809,1.7834,20,0
5,attn_out,tr,tier_3,code_switching,-1.0081,0.8576,20,0
5,mlp_out,tr,tier_3,code_switching,-0.0605,0.2286,20,0
6,residual,tr,tier_3,code_switching,-2.3641,1.7326,20,0
6,attn_out,tr,tier_3,code_switching,-0.1745,0.4555,20,0
6,mlp_out,tr,tier_3,code_switching,-0.8751,0.7132,20,0
7,residual,tr,tier_3,code_switching,-3.4032,3.0498,20,0
7,attn_out,tr,tier_3,code_switching,-0.379,0.6597,20,0
7,mlp_out,tr,tier_3,code_switching,-0.0061,0.167,20,0
8,residual,tr,tier_3,code_switching,-3.4987,3.2418,20,0
8,attn_out,tr,tier_3,code_switching,0.021,0.1261,20,0
8,mlp_out,tr,tier_3,code_switching,-0.4846,0.7508,20,0
9,residual,tr,tier_3,code_switching,-2.3764,2.1874,20,0
9,attn_out,tr,tier_3,code_switching,0.129,0.31,20,0
9,mlp_out,tr,tier_3,code_switching,-0.0016,0.536,20,0
10,residual,tr,tier_3,code_switching,-1.8973,1.8196,20,0
10,attn_out,tr,tier_3,code_switching,0.0078,0.1923,20,0
10,mlp_out,tr,tier_3,code_switching,0.0892,0.1871,20,0
11,residual,tr,tier_3,code_switching,-1.9632,1.9041,20,0
11,attn_out,tr,tier_3,code_switching,0.0107,0.2501,20,0
11,mlp_out,tr,tier_3,code_switching,-0.1073,0.4278,20,0
12,residual,tr,tier_3,code_switching,-1.2973,1.3362,20,0
12,attn_out,tr,tier_3,code_switching,0.145,0.2467,20,0
12,mlp_out,tr,tier_3,code_switching,0.009,0.1871,20,0
13,residual,tr,tier_3,code_switching,-1.0907,1.1331,20,0
13,attn_out,tr,tier_3,code_switching,0.0305,0.0416,20,0
13,mlp_out,tr,tier_3,code_switching,-0.1015,0.1696,20,0
14,residual,tr,tier_3,code_switching,-0.7431,0.7677,20,0
14,attn_out,tr,tier_3,code_switching,0.0143,0.0388,20,0
14,mlp_out,tr,tier_3,code_switching,0.1307,0.2378,20,0
15,residual,tr,tier_3,code_switching,-0.6017,0.6671,20,0
15,attn_out,tr,tier_3,code_switching,-0.0291,0.0491,20,0
15,mlp_out,tr,tier_3,code_switching,-0.0931,0.0839,20,0
16,residual,tr,tier_3,code_switching,-0.5553,0.6531,20,0
16,attn_out,tr,tier_3,code_switching,-0.0024,0.0128,20,0
16,mlp_out,tr,tier_3,code_switching,-0.0893,0.1282,20,0
17,residual,tr,tier_3,code_switching,-0.0615,0.2244,20,0
17,attn_out,tr,tier_3,code_switching,0.0093,0.0218,20,0
17,mlp_out,tr,tier_3,code_switching,0.044,0.0356,20,0
18,residual,tr,tier_3,code_switching,0.0684,0.2269,20,0
18,attn_out,tr,tier_3,code_switching,0.0139,0.0563,20,0
18,mlp_out,tr,tier_3,code_switching,-0.0011,0.0739,20,0
19,residual,tr,tier_3,code_switching,0.0666,0.2075,20,0
19,attn_out,tr,tier_3,code_switching,0.0035,0.0272,20,0
19,mlp_out,tr,tier_3,code_switching,0.1081,0.148,20,0
20,residual,tr,tier_3,code_switching,0.1337,0.2003,20,0
20,attn_out,tr,tier_3,code_switching,0.0011,0.038,20,0
20,mlp_out,tr,tier_3,code_switching,0.0264,0.0807,20,0
21,residual,tr,tier_3,code_switching,0.1013,0.1664,20,0
21,attn_out,tr,tier_3,code_switching,0.0123,0.0232,20,0
21,mlp_out,tr,tier_3,code_switching,0.0491,0.051,20,0
22,residual,tr,tier_3,code_switching,0.1315,0.1653,20,0
22,attn_out,tr,tier_3,code_switching,0.0013,0.006,20,0
22,mlp_out,tr,tier_3,code_switching,0.0116,0.0274,20,0
23,residual,tr,tier_3,code_switching,0.0913,0.1277,20,0
23,attn_out,tr,tier_3,code_switching,0.0004,0.0051,20,0
23,mlp_out,tr,tier_3,code_switching,0.004,0.0191,20,0
24,residual,tr,tier_3,code_switching,0.0714,0.151,20,0
24,attn_out,tr,tier_3,code_switching,0.0041,0.0108,20,0
24,mlp_out,tr,tier_3,code_switching,-0.0097,0.0346,20,0
25,residual,tr,tier_3,code_switching,0.0319,0.14,20,0
25,attn_out,tr,tier_3,code_switching,-0.002,0.0074,20,0
25,mlp_out,tr,tier_3,code_switching,0.0032,0.0266,20,0
26,residual,tr,tier_3,code_switching,0.0357,0.1729,20,0
26,attn_out,tr,tier_3,code_switching,-0.0009,0.0099,20,0
26,mlp_out,tr,tier_3,code_switching,-0.0079,0.012,20,0
27,residual,tr,tier_3,code_switching,0.0123,0.1048,20,0
27,attn_out,tr,tier_3,code_switching,0.0081,0.0079,20,0
27,mlp_out,tr,tier_3,code_switching,-0.0165,0.0285,20,0
28,residual,tr,tier_3,code_switching,0.0252,0.0759,20,0
28,attn_out,tr,tier_3,code_switching,0.0008,0.0031,20,0
28,mlp_out,tr,tier_3,code_switching,-0.0044,0.0253,20,0
29,residual,tr,tier_3,code_switching,-0.0057,0.037,20,0
29,attn_out,tr,tier_3,code_switching,-0.0007,0.0034,20,0
29,mlp_out,tr,tier_3,code_switching,0.0099,0.0087,20,0
30,residual,tr,tier_3,code_switching,-0.0187,0.0292,20,0
30,attn_out,tr,tier_3,code_switching,0.001,0.002,20,0
30,mlp_out,tr,tier_3,code_switching,0.0032,0.0078,20,0
31,residual,tr,tier_3,code_switching,0.0,0.0,20,0
31,attn_out,tr,tier_3,code_switching,0.0,0.0,20,0
31,mlp_out,tr,tier_3,code_switching,0.0,0.0,20,0
0,residual,id,tier_3,code_switching,-0.18,0.2661,20,0
0,attn_out,id,tier_3,code_switching,0.0382,0.1271,20,0
0,mlp_out,id,tier_3,code_switching,-0.2492,0.512,20,0
1,residual,id,tier_3,code_switching,-0.106,0.2928,20,0
1,attn_out,id,tier_3,code_switching,0.0197,0.0579,20,0
1,mlp_out,id,tier_3,code_switching,0.0493,0.1644,20,0
2,residual,id,tier_3,code_switching,-0.1415,0.2354,20,0
2,attn_out,id,tier_3,code_switching,0.0142,0.1325,20,0
2,mlp_out,id,tier_3,code_switching,0.1776,0.134,20,0
3,residual,id,tier_3,code_switching,-0.1879,0.3103,20,0
3,attn_out,id,tier_3,code_switching,-0.1197,0.0612,20,0
3,mlp_out,id,tier_3,code_switching,0.7956,0.9342,20,0
4,residual,id,tier_3,code_switching,-0.2094,0.3118,20,0
4,attn_out,id,tier_3,code_switching,-0.0219,0.0942,20,0
4,mlp_out,id,tier_3,code_switching,0.0008,0.0855,20,0
5,residual,id,tier_3,code_switching,-0.256,0.4341,20,0
5,attn_out,id,tier_3,code_switching,-0.1035,0.1334,20,0
5,mlp_out,id,tier_3,code_switching,0.0153,0.0923,20,0
6,residual,id,tier_3,code_switching,-0.2241,0.3723,20,0
6,attn_out,id,tier_3,code_switching,0.0463,0.0918,20,0
6,mlp_out,id,tier_3,code_switching,0.054,0.1913,20,0
7,residual,id,tier_3,code_switching,-0.325,0.3155,20,0
7,attn_out,id,tier_3,code_switching,0.0018,0.0961,20,0
7,mlp_out,id,tier_3,code_switching,0.0007,0.124,20,0
8,residual,id,tier_3,code_switching,-0.2945,0.3367,20,0
8,attn_out,id,tier_3,code_switching,0.0006,0.0352,20,0
8,mlp_out,id,tier_3,code_switching,0.0369,0.1668,20,0
9,residual,id,tier_3,code_switching,-0.0426,0.1652,20,0
9,attn_out,id,tier_3,code_switching,-0.0417,0.0249,20,0
9,mlp_out,id,tier_3,code_switching,0.0174,0.0523,20,0
10,residual,id,tier_3,code_switching,-0.0232,0.1646,20,0
10,attn_out,id,tier_3,code_switching,0.0356,0.0309,20,0
10,mlp_out,id,tier_3,code_switching,-0.0718,0.0937,20,0
11,residual,id,tier_3,code_switching,-0.0506,0.1143,20,0
11,attn_out,id,tier_3,code_switching,-0.0041,0.045,20,0
11,mlp_out,id,tier_3,code_switching,0.0128,0.09,20,0
12,residual,id,tier_3,code_switching,-0.0072,0.0834,20,0
12,attn_out,id,tier_3,code_switching,0.0066,0.0389,20,0
12,mlp_out,id,tier_3,code_switching,-0.0059,0.0461,20,0
13,residual,id,tier_3,code_switching,-0.0125,0.154,20,0
13,attn_out,id,tier_3,code_switching,-0.007,0.0257,20,0
13,mlp_out,id,tier_3,code_switching,-0.008,0.058,20,0
14,residual,id,tier_3,code_switching,-0.0184,0.0956,20,0
14,attn_out,id,tier_3,code_switching,-0.0044,0.0217,20,0
14,mlp_out,id,tier_3,code_switching,0.002,0.0431,20,0
15,residual,id,tier_3,code_switching,-0.0398,0.0882,20,0
15,attn_out,id,tier_3,code_switching,-0.0031,0.0113,20,0
15,mlp_out,id,tier_3,code_switching,-0.0135,0.0228,20,0
16,residual,id,tier_3,code_switching,-0.0416,0.065,20,0
