layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
8,attn_out,id,tier_3,standard_translation,0.0111,0.0693,20,0
8,mlp_out,id,tier_3,standard_translation,-0.3522,0.2367,20,0
9,residual,id,tier_3,standard_translation,0.1821,0.5824,20,0
9,attn_out,id,tier_3,standard_translation,-0.0474,0.0992,20,0
9,mlp_out,id,tier_3,standard_translation,-0.0979,0.1833,20,0
10,residual,id,tier_3,standard_translation,0.2703,0.5833,20,0
10,attn_out,id,tier_3,standard_translation,-0.0094,0.1032,20,0
10,mlp_out,id,tier_3,standard_translation,-0.183,0.1321,20,0
11,residual,id,tier_3,standard_translation,0.284,0.6029,20,0
11,attn_out,id,tier_3,standard_translation,-0.0018,0.0718,20,0
11,mlp_out,id,tier_3,standard_translation,-0.0681,0.2852,20,0
12,residual,id,tier_3,standard_translation,0.1845,0.5711,20,0
12,attn_out,id,tier_3,standard_translation,0.0394,0.0823,20,0
12,mlp_out,id,tier_3,standard_translation,-0.24,0.1748,20,0
13,residual,id,tier_3,standard_translation,0.1908,0.5588,20,0
13,attn_out,id,tier_3,standard_translation,0.0134,0.0482,20,0
13,mlp_out,id,tier_3,standard_translation,-0.1868,0.2595,20,0
14,residual,id,tier_3,standard_translation,0.2002,0.4924,20,0
14,attn_out,id,tier_3,standard_translation,0.0247,0.0343,20,0
14,mlp_out,id,tier_3,standard_translation,-0.1272,0.2504,20,0
15,residual,id,tier_3,standard_translation,0.1858,0.3645,20,0
15,attn_out,id,tier_3,standard_translation,0.0695,0.0488,20,0
15,mlp_out,id,tier_3,standard_translation,0.0744,0.1496,20,0
16,residual,id,tier_3,standard_translation,0.2266,0.2527,20,0
16,attn_out,id,tier_3,standard_translation,0.0445,0.0393,20,0
16,mlp_out,id,tier_3,standard_translation,-0.0513,0.1365,20,0
17,residual,id,tier_3,standard_translation,0.0062,0.1913,20,0
17,attn_out,id,tier_3,standard_translation,0.0174,0.032,20,0
17,mlp_out,id,tier_3,standard_translation,0.0012,0.0428,20,0
18,residual,id,tier_3,standard_translation,-0.0545,0.1412,20,0
18,attn_out,id,tier_3,standard_translation,-0.0103,0.0169,20,0
18,mlp_out,id,tier_3,standard_translation,-0.0519,0.0617,20,0
19,residual,id,tier_3,standard_translation,-0.0045,0.1236,20,0
19,attn_out,id,tier_3,standard_translation,0.0002,0.0228,20,0
19,mlp_out,id,tier_3,standard_translation,-0.0076,0.0376,20,0
20,residual,id,tier_3,standard_translation,0.0342,0.0859,20,0
20,attn_out,id,tier_3,standard_translation,0.0025,0.0075,20,0
20,mlp_out,id,tier_3,standard_translation,0.0123,0.043,20,0
21,residual,id,tier_3,standard_translation,0.0619,0.0742,20,0
21,attn_out,id,tier_3,standard_translation,-0.0058,0.0077,20,0
21,mlp_out,id,tier_3,standard_translation,0.0022,0.0426,20,0
22,residual,id,tier_3,standard_translation,0.0702,0.0865,20,0
22,attn_out,id,tier_3,standard_translation,0.0037,0.0132,20,0
22,mlp_out,id,tier_3,standard_translation,0.017,0.0085,20,0
23,residual,id,tier_3,standard_translation,0.1,0.0811,20,0
23,attn_out,id,tier_3,standard_translation,-0.002,0.015,20,0
23,mlp_out,id,tier_3,standard_translation,-0.0055,0.0111,20,0
24,residual,id,tier_3,standard_translation,0.1118,0.0641,20,0
24,attn_out,id,tier_3,standard_translation,0.0068,0.0058,20,0
24,mlp_out,id,tier_3,standard_translation,-0.014,0.0654,20,0
25,residual,id,tier_3,standard_translation,0.1086,0.0694,20,0
25,attn_out,id,tier_3,standard_translation,-0.0052,0.0142,20,0
25,mlp_out,id,tier_3,standard_translation,0.0325,0.0232,20,0
26,residual,id,tier_3,standard_translation,0.1205,0.0725,20,0
26,attn_out,id,tier_3,standard_translation,0.0066,0.0134,20,0
26,mlp_out,id,tier_3,standard_translation,0.0234,0.0441,20,0
27,residual,id,tier_3,standard_translation,0.1121,0.0729,20,0
27,attn_out,id,tier_3,standard_translation,-0.0015,0.0075,20,0
27,mlp_out,id,tier_3,standard_translation,0.0018,0.0687,20,0
28,residual,id,tier_3,standard_translation,0.0596,0.051,20,0
28,attn_out,id,tier_3,standard_translation,0.008,0.0127,20,0
28,mlp_out,id,tier_3,standard_translation,0.0316,0.0212,20,0
29,residual,id,tier_3,standard_translation,0.0435,0.0526,20,0
29,attn_out,id,tier_3,standard_translation,-0.0156,0.0086,20,0
29,mlp_out,id,tier_3,standard_translation,0.0232,0.0311,20,0
30,residual,id,tier_3,standard_translation,0.0263,0.0423,20,0
30,attn_out,id,tier_3,standard_translation,0.0054,0.0076,20,0
30,mlp_out,id,tier_3,standard_translation,0.021,0.0317,20,0
31,residual,id,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,id,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,id,tier_3,standard_translation,0.0,0.0,20,0
0,residual,hi,tier_3,standard_translation,-0.26,0.9378,20,0
0,attn_out,hi,tier_3,standard_translation,0.1473,0.3887,20,0
0,mlp_out,hi,tier_3,standard_translation,-0.1209,0.9982,20,0
1,residual,hi,tier_3,standard_translation,-0.4829,0.8168,20,0
1,attn_out,hi,tier_3,standard_translation,0.2456,0.419,20,0
1,mlp_out,hi,tier_3,standard_translation,0.1278,0.5913,20,0
2,residual,hi,tier_3,standard_translation,-0.7619,1.0278,20,0
2,attn_out,hi,tier_3,standard_translation,0.2573,0.2774,20,0
2,mlp_out,hi,tier_3,standard_translation,0.364,0.4098,20,0
3,residual,hi,tier_3,standard_translation,-0.7886,1.0608,20,0
3,attn_out,hi,tier_3,standard_translation,0.0197,0.1521,20,0
3,mlp_out,hi,tier_3,standard_translation,0.2636,0.3816,20,0
4,residual,hi,tier_3,standard_translation,-0.7572,1.0644,20,0
4,attn_out,hi,tier_3,standard_translation,0.0375,0.0921,20,0
4,mlp_out,hi,tier_3,standard_translation,0.3683,0.3608,20,0
5,residual,hi,tier_3,standard_translation,-0.6178,1.0972,20,0
5,attn_out,hi,tier_3,standard_translation,0.1028,0.7994,20,0
5,mlp_out,hi,tier_3,standard_translation,-0.1718,0.7139,20,0
6,residual,hi,tier_3,standard_translation,-0.5322,0.9843,20,0
6,attn_out,hi,tier_3,standard_translation,-0.164,0.3313,20,0
6,mlp_out,hi,tier_3,standard_translation,0.3458,0.4219,20,0
7,residual,hi,tier_3,standard_translation,-0.2711,0.892,20,0
7,attn_out,hi,tier_3,standard_translation,0.0405,0.2337,20,0
7,mlp_out,hi,tier_3,standard_translation,-0.2732,0.549,20,0
8,residual,hi,tier_3,standard_translation,-0.23,0.8432,20,0
8,attn_out,hi,tier_3,standard_translation,0.0815,0.1573,20,0
8,mlp_out,hi,tier_3,standard_translation,-0.0284,0.3183,20,0
9,residual,hi,tier_3,standard_translation,-0.0587,0.8273,20,0
9,attn_out,hi,tier_3,standard_translation,0.0947,0.3052,20,0
9,mlp_out,hi,tier_3,standard_translation,-0.0626,0.2387,20,0
10,residual,hi,tier_3,standard_translation,-0.0568,0.8758,20,0
10,attn_out,hi,tier_3,standard_translation,0.1024,0.1907,20,0
10,mlp_out,hi,tier_3,standard_translation,-0.1877,0.6883,20,0
11,residual,hi,tier_3,standard_translation,0.0776,0.9778,20,0
11,attn_out,hi,tier_3,standard_translation,0.0463,0.1718,20,0
11,mlp_out,hi,tier_3,standard_translation,0.128,0.7009,20,0
12,residual,hi,tier_3,standard_translation,0.0914,1.2885,20,0
12,attn_out,hi,tier_3,standard_translation,0.3038,0.1846,20,0
12,mlp_out,hi,tier_3,standard_translation,-0.318,0.2318,20,0
13,residual,hi,tier_3,standard_translation,0.0725,1.2742,20,0
13,attn_out,hi,tier_3,standard_translation,0.0967,0.101,20,0
13,mlp_out,hi,tier_3,standard_translation,-0.0392,0.4421,20,0
14,residual,hi,tier_3,standard_translation,0.0888,1.2623,20,0
14,attn_out,hi,tier_3,standard_translation,0.0815,0.0996,20,0
14,mlp_out,hi,tier_3,standard_translation,0.035,0.4887,20,0
15,residual,hi,tier_3,standard_translation,-0.1629,1.0527,20,0
15,attn_out,hi,tier_3,standard_translation,0.0559,0.2018,20,0
15,mlp_out,hi,tier_3,standard_translation,0.0428,0.0734,20,0
16,residual,hi,tier_3,standard_translation,-0.2195,0.9737,20,0
16,attn_out,hi,tier_3,standard_translation,-0.0032,0.0474,20,0
16,mlp_out,hi,tier_3,standard_translation,-0.089,0.1321,20,0
17,residual,hi,tier_3,standard_translation,0.0041,0.5013,20,0
17,attn_out,hi,tier_3,standard_translation,0.0169,0.0457,20,0
17,mlp_out,hi,tier_3,standard_translation,-0.018,0.0805,20,0
18,residual,hi,tier_3,standard_translation,0.0368,0.439,20,0
18,attn_out,hi,tier_3,standard_translation,-0.0081,0.0113,20,0
18,mlp_out,hi,tier_3,standard_translation,-0.0394,0.0333,20,0
19,residual,hi,tier_3,standard_translation,0.1751,0.5143,20,0
19,attn_out,hi,tier_3,standard_translation,-0.0136,0.049,20,0
19,mlp_out,hi,tier_3,standard_translation,0.0286,0.0606,20,0
20,residual,hi,tier_3,standard_translation,0.1564,0.4008,20,0
20,attn_out,hi,tier_3,standard_translation,0.033,0.0445,20,0
20,mlp_out,hi,tier_3,standard_translation,-0.0072,0.0709,20,0
21,residual,hi,tier_3,standard_translation,0.1629,0.4397,20,0
21,attn_out,hi,tier_3,standard_translation,0.0093,0.0256,20,0
21,mlp_out,hi,tier_3,standard_translation,-0.0019,0.0318,20,0
22,residual,hi,tier_3,standard_translation,0.1668,0.4439,20,0
22,attn_out,hi,tier_3,standard_translation,0.0003,0.0158,20,0
22,mlp_out,hi,tier_3,standard_translation,-0.0027,0.0601,20,0
23,residual,hi,tier_3,standard_translation,0.1301,0.3797,20,0
23,attn_out,hi,tier_3,standard_translation,0.0075,0.013,20,0
23,mlp_out,hi,tier_3,standard_translation,0.0059,0.0417,20,0
24,residual,hi,tier_3,standard_translation,0.1459,0.3915,20,0
24,attn_out,hi,tier_3,standard_translation,-0.0072,0.0342,20,0
24,mlp_out,hi,tier_3,standard_translation,-0.0204,0.0608,20,0
25,residual,hi,tier_3,standard_translation,0.1517,0.3181,20,0
25,attn_out,hi,tier_3,standard_translation,0.0011,0.0161,20,0
25,mlp_out,hi,tier_3,standard_translation,0.0353,0.0296,20,0
26,residual,hi,tier_3,standard_translation,0.1297,0.3074,20,0
26,attn_out,hi,tier_3,standard_translation,-0.0087,0.018,20,0
26,mlp_out,hi,tier_3,standard_translation,0.0162,0.0183,20,0
27,residual,hi,tier_3,standard_translation,0.0307,0.1091,20,0
27,attn_out,hi,tier_3,standard_translation,-0.0148,0.0107,20,0
27,mlp_out,hi,tier_3,standard_translation,-0.0113,0.045,20,0
28,residual,hi,tier_3,standard_translation,0.02,0.1069,20,0
28,attn_out,hi,tier_3,standard_translation,-0.0156,0.0166,20,0
28,mlp_out,hi,tier_3,standard_translation,0.0426,0.0554,20,0
29,residual,hi,tier_3,standard_translation,-0.0126,0.097,20,0
29,attn_out,hi,tier_3,standard_translation,-0.0157,0.0361,20,0
29,mlp_out,hi,tier_3,standard_translation,0.0211,0.0494,20,0
30,residual,hi,tier_3,standard_translation,-0.0284,0.1041,20,0
30,attn_out,hi,tier_3,standard_translation,0.0125,0.0128,20,0
30,mlp_out,hi,tier_3,standard_translation,0.0247,0.043,20,0
31,residual,hi,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,hi,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,hi,tier_3,standard_translation,0.0,0.0,20,0
0,residual,sw,tier_3,standard_translation,-0.2431,0.5665,20,0
0,attn_out,sw,tier_3,standard_translation,-0.0945,0.1842,20,0
0,mlp_out,sw,tier_3,standard_translation,-0.477,0.4395,20,0
1,residual,sw,tier_3,standard_translation,-0.4529,0.6634,20,0
1,attn_out,sw,tier_3,standard_translation,-0.1585,0.2876,20,0
1,mlp_out,sw,tier_3,standard_translation,-0.1268,0.0895,20,0
2,residual,sw,tier_3,standard_translation,-0.7508,0.7641,20,0
2,attn_out,sw,tier_3,standard_translation,-0.0119,0.066,20,0
2,mlp_out,sw,tier_3,standard_translation,-0.1214,0.2264,20,0
3,residual,sw,tier_3,standard_translation,-0.5804,1.1471,20,0
3,attn_out,sw,tier_3,standard_translation,-0.0855,0.0972,20,0
3,mlp_out,sw,tier_3,standard_translation,-0.0661,0.2349,20,0
4,residual,sw,tier_3,standard_translation,-0.5589,1.1663,20,0
4,attn_out,sw,tier_3,standard_translation,-0.0324,0.1419,20,0
4,mlp_out,sw,tier_3,standard_translation,-0.1758,0.3586,20,0
5,residual,sw,tier_3,standard_translation,-0.476,0.9031,20,0
5,attn_out,sw,tier_3,standard_translation,0.0198,0.1169,20,0
5,mlp_out,sw,tier_3,standard_translation,-0.1449,0.2746,20,0
6,residual,sw,tier_3,standard_translation,-0.5798,0.8623,20,0
6,attn_out,sw,tier_3,standard_translation,0.0896,0.0697,20,0
6,mlp_out,sw,tier_3,standard_translation,-0.1309,0.2493,20,0
7,residual,sw,tier_3,standard_translation,-1.0678,1.044,20,0
7,attn_out,sw,tier_3,standard_translation,0.0132,0.0626,20,0
7,mlp_out,sw,tier_3,standard_translation,0.0248,0.1283,20,0
8,residual,sw,tier_3,standard_translation,-1.0766,1.083,20,0
8,attn_out,sw,tier_3,standard_translation,-0.0073,0.0208,20,0
8,mlp_out,sw,tier_3,standard_translation,0.0515,0.1743,20,0
9,residual,sw,tier_3,standard_translation,-1.1203,1.0628,20,0
9,attn_out,sw,tier_3,standard_translation,-0.0269,0.1029,20,0
9,mlp_out,sw,tier_3,standard_translation,-0.0557,0.117,20,0
10,residual,sw,tier_3,standard_translation,-1.1508,0.9638,20,0
10,attn_out,sw,tier_3,standard_translation,0.0324,0.0576,20,0
10,mlp_out,sw,tier_3,standard_translation,-0.078,0.0419,20,0
11,residual,sw,tier_3,standard_translation,-1.1274,0.9635,20,0
11,attn_out,sw,tier_3,standard_translation,-0.0119,0.0063,20,0
11,mlp_out,sw,tier_3,standard_translation,-0.085,0.1363,20,0
12,residual,sw,tier_3,standard_translation,-0.9881,0.9892,20,0
12,attn_out,sw,tier_3,standard_translation,-0.0027,0.0522,20,0
12,mlp_out,sw,tier_3,standard_translation,-0.0491,0.0937,20,0
13,residual,sw,tier_3,standard_translation,-0.8927,0.9423,20,0
13,attn_out,sw,tier_3,standard_translation,0.0258,0.0383,20,0
13,mlp_out,sw,tier_3,standard_translation,-0.0481,0.0622,20,0
14,residual,sw,tier_3,standard_translation,-0.8798,0.8616,20,0
14,attn_out,sw,tier_3,standard_translation,-0.0017,0.0299,20,0
14,mlp_out,sw,tier_3,standard_translation,-0.045,0.078,20,0
15,residual,sw,tier_3,standard_translation,-0.8747,0.7988,20,0
15,attn_out,sw,tier_3,standard_translation,0.0059,0.0157,20,0
15,mlp_out,sw,tier_3,standard_translation,-0.0308,0.0438,20,0
16,residual,sw,tier_3,standard_translation,-0.835,0.7592,20,0
16,attn_out,sw,tier_3,standard_translation,0.0017,0.0287,20,0
16,mlp_out,sw,tier_3,standard_translation,-0.0464,0.0562,20,0
17,residual,sw,tier_3,standard_translation,-0.3337,0.5028,20,0
17,attn_out,sw,tier_3,standard_translation,-0.0018,0.0076,20,0
17,mlp_out,sw,tier_3,standard_translation,-0.0128,0.0362,20,0
18,residual,sw,tier_3,standard_translation,-0.1747,0.4494,20,0
18,attn_out,sw,tier_3,standard_translation,0.0168,0.0129,20,0
18,mlp_out,sw,tier_3,standard_translation,0.0015,0.0121,20,0
19,residual,sw,tier_3,standard_translation,-0.2852,0.4832,20,0
19,attn_out,sw,tier_3,standard_translation,0.0033,0.0291,20,0
19,mlp_out,sw,tier_3,standard_translation,-0.0086,0.0535,20,0
20,residual,sw,tier_3,standard_translation,-0.3159,0.4062,20,0
20,attn_out,sw,tier_3,standard_translation,-0.0077,0.0342,20,0
20,mlp_out,sw,tier_3,standard_translation,-0.0045,0.0306,20,0
21,residual,sw,tier_3,standard_translation,-0.1423,0.3158,20,0
21,attn_out,sw,tier_3,standard_translation,0.0044,0.0032,20,0
21,mlp_out,sw,tier_3,standard_translation,-0.0119,0.0246,20,0
22,residual,sw,tier_3,standard_translation,-0.129,0.3295,20,0
22,attn_out,sw,tier_3,standard_translation,0.0039,0.0085,20,0
22,mlp_out,sw,tier_3,standard_translation,-0.0129,0.0099,20,0
23,residual,sw,tier_3,standard_translation,-0.1683,0.3717,20,0
23,attn_out,sw,tier_3,standard_translation,-0.003,0.0063,20,0
23,mlp_out,sw,tier_3,standard_translation,-0.014,0.0057,20,0
24,residual,sw,tier_3,standard_translation,-0.1392,0.396,20,0
24,attn_out,sw,tier_3,standard_translation,0.0057,0.0086,20,0
24,mlp_out,sw,tier_3,standard_translation,-0.0058,0.0063,20,0
25,residual,sw,tier_3,standard_translation,-0.1024,0.3732,20,0
25,attn_out,sw,tier_3,standard_translation,0.0031,0.0082,20,0
25,mlp_out,sw,tier_3,standard_translation,0.0126,0.0103,20,0
26,residual,sw,tier_3,standard_translation,-0.0858,0.3256,20,0
26,attn_out,sw,tier_3,standard_translation,0.0019,0.0056,20,0
26,mlp_out,sw,tier_3,standard_translation,-0.0229,0.0151,20,0
27,residual,sw,tier_3,standard_translation,-0.0394,0.3096,20,0
27,attn_out,sw,tier_3,standard_translation,0.0031,0.0024,20,0
27,mlp_out,sw,tier_3,standard_translation,0.0037,0.0044,20,0
28,residual,sw,tier_3,standard_translation,-0.0481,0.1781,20,0
28,attn_out,sw,tier_3,standard_translation,-0.0009,0.0034,20,0
28,mlp_out,sw,tier_3,standard_translation,0.0053,0.007,20,0
29,residual,sw,tier_3,standard_translation,-0.0181,0.0269,20,0
29,attn_out,sw,tier_3,standard_translation,-0.0046,0.0025,20,0
29,mlp_out,sw,tier_3,standard_translation,0.003,0.0043,20,0
30,residual,sw,tier_3,standard_translation,-0.0108,0.0057,20,0
30,attn_out,sw,tier_3,standard_translation,-0.0,0.0006,20,0
30,mlp_out,sw,tier_3,standard_translation,-0.0069,0.0038,20,0
31,residual,sw,tier_3,standard_translation,0.0,0.0,20,0
31,attn_out,sw,tier_3,standard_translation,0.0,0.0,20,0
31,mlp_out,sw,tier_3,standard_translation,0.0,0.0,20,0
0,residual,yo,tier_4,standard_translation,0.1719,0.8334,20,0
0,attn_out,yo,tier_4,standard_translation,0.1495,0.1308,20,0
0,mlp_out,yo,tier_4,standard_translation,0.1168,0.5605,20,0
1,residual,yo,tier_4,standard_translation,0.1107,0.9267,20,0
1,attn_out,yo,tier_4,standard_translation,0.069,0.1169,20,0
1,mlp_out,yo,tier_4,standard_translation,0.0001,0.1119,20,0
2,residual,yo,tier_4,standard_translation,0.1251,0.8841,20,0
2,attn_out,yo,tier_4,standard_translation,0.0008,0.1081,20,0
2,mlp_out,yo,tier_4,standard_translation,-0.0109,0.088,20,0
3,residual,yo,tier_4,standard_translation,-0.048,0.7543,20,0
3,attn_out,yo,tier_4,standard_translation,0.0049,0.0638,20,0
3,mlp_out,yo,tier_4,standard_translation,-0.0427,0.1149,20,0
4,residual,yo,tier_4,standard_translation,-0.0462,0.7892,20,0
4,attn_out,yo,tier_4,standard_translation,0.0091,0.1067,20,0
4,mlp_out,yo,tier_4,standard_translation,-0.033,0.0805,20,0
5,residual,yo,tier_4,standard_translation,-0.2253,0.8808,20,0
5,attn_out,yo,tier_4,standard_translation,-0.0755,0.17,20,0
5,mlp_out,yo,tier_4,standard_translation,0.0975,0.0921,20,0
6,residual,yo,tier_4,standard_translation,-0.3584,0.9944,20,0
6,attn_out,yo,tier_4,standard_translation,0.0549,0.0714,20,0
6,mlp_out,yo,tier_4,standard_translation,-0.0079,0.128,20,0
7,residual,yo,tier_4,standard_translation,-0.8581,0.7662,20,0
7,attn_out,yo,tier_4,standard_translation,-0.0345,0.1456,20,0
7,mlp_out,yo,tier_4,standard_translation,0.0434,0.1357,20,0
8,residual,yo,tier_4,standard_translation,-0.8819,0.6958,20,0
8,attn_out,yo,tier_4,standard_translation,0.0085,0.0501,20,0
8,mlp_out,yo,tier_4,standard_translation,-0.0888,0.0322,20,0
9,residual,yo,tier_4,standard_translation,-1.0234,0.5901,20,0
9,attn_out,yo,tier_4,standard_translation,-0.051,0.1263,20,0
9,mlp_out,yo,tier_4,standard_translation,0.1003,0.0631,20,0
10,residual,yo,tier_4,standard_translation,-1.1154,0.4111,20,0
10,attn_out,yo,tier_4,standard_translation,0.025,0.0322,20,0
10,mlp_out,yo,tier_4,standard_translation,0.0179,0.0444,20,0
11,residual,yo,tier_4,standard_translation,-1.2575,0.3811,20,0
11,attn_out,yo,tier_4,standard_translation,0.0079,0.0407,20,0
11,mlp_out,yo,tier_4,standard_translation,0.0152,0.0291,20,0
12,residual,yo,tier_4,standard_translation,-1.1522,0.4411,20,0
12,attn_out,yo,tier_4,standard_translation,0.0444,0.034,20,0
12,mlp_out,yo,tier_4,standard_translation,-0.029,0.0976,20,0
13,residual,yo,tier_4,standard_translation,-1.2367,0.3775,20,0
13,attn_out,yo,tier_4,standard_translation,0.0238,0.023,20,0
13,mlp_out,yo,tier_4,standard_translation,-0.026,0.0576,20,0
14,residual,yo,tier_4,standard_translation,-1.2696,0.4712,20,0
14,attn_out,yo,tier_4,standard_translation,-0.0088,0.0113,20,0
14,mlp_out,yo,tier_4,standard_translation,-0.0336,0.0354,20,0
15,residual,yo,tier_4,standard_translation,-1.1519,0.5914,20,0
15,attn_out,yo,tier_4,standard_translation,-0.0174,0.041,20,0
15,mlp_out,yo,tier_4,standard_translation,0.0336,0.0789,20,0
16,residual,yo,tier_4,standard_translation,-1.197,0.4935,20,0
16,attn_out,yo,tier_4,standard_translation,0.0264,0.0349,20,0
16,mlp_out,yo,tier_4,standard_translation,0.0205,0.042,20,0
17,residual,yo,tier_4,standard_translation,-0.415,0.4113,20,0
17,attn_out,yo,tier_4,standard_translation,-0.002,0.0063,20,0
17,mlp_out,yo,tier_4,standard_translation,-0.003,0.0311,20,0
18,residual,yo,tier_4,standard_translation,-0.2999,0.3099,20,0
18,attn_out,yo,tier_4,standard_translation,0.0109,0.0042,20,0
18,mlp_out,yo,tier_4,standard_translation,-0.0049,0.0148,20,0
19,residual,yo,tier_4,standard_translation,-0.316,0.3007,20,0
19,attn_out,yo,tier_4,standard_translation,-0.0051,0.0104,20,0
19,mlp_out,yo,tier_4,standard_translation,-0.0221,0.0346,20,0
20,residual,yo,tier_4,standard_translation,-0.2384,0.2499,20,0
20,attn_out,yo,tier_4,standard_translation,-0.0074,0.012,20,0
20,mlp_out,yo,tier_4,standard_translation,-0.0073,0.011,20,0
21,residual,yo,tier_4,standard_translation,-0.1702,0.2015,20,0
21,attn_out,yo,tier_4,standard_translation,-0.0089,0.0123,20,0
21,mlp_out,yo,tier_4,standard_translation,-0.0162,0.0142,20,0
22,residual,yo,tier_4,standard_translation,-0.1656,0.1772,20,0
22,attn_out,yo,tier_4,standard_translation,-0.0051,0.0067,20,0
22,mlp_out,yo,tier_4,standard_translation,-0.0332,0.0553,20,0
23,residual,yo,tier_4,standard_translation,-0.1371,0.194,20,0
23,attn_out,yo,tier_4,standard_translation,0.001,0.0059,20,0
23,mlp_out,yo,tier_4,standard_translation,-0.0058,0.0157,20,0
24,residual,yo,tier_4,standard_translation,-0.0297,0.0974,20,0
24,attn_out,yo,tier_4,standard_translation,-0.0021,0.0088,20,0
24,mlp_out,yo,tier_4,standard_translation,-0.0093,0.0123,20,0
25,residual,yo,tier_4,standard_translation,-0.0084,0.1182,20,0
25,attn_out,yo,tier_4,standard_translation,-0.0066,0.0085,20,0
25,mlp_out,yo,tier_4,standard_translation,0.0052,0.0191,20,0
26,residual,yo,tier_4,standard_translation,-0.0034,0.1228,20,0
26,attn_out,yo,tier_4,standard_translation,-0.002,0.0038,20,0
26,mlp_out,yo,tier_4,standard_translation,0.0131,0.0302,20,0
27,residual,yo,tier_4,standard_translation,0.0047,0.1334,20,0
27,attn_out,yo,tier_4,standard_translation,-0.0027,0.0024,20,0
27,mlp_out,yo,tier_4,standard_translation,0.0003,0.0063,20,0
28,residual,yo,tier_4,standard_translation,-0.0279,0.0593,20,0
28,attn_out,yo,tier_4,standard_translation,-0.0072,0.0141,20,0
28,mlp_out,yo,tier_4,standard_translation,-0.0255,0.0477,20,0
29,residual,yo,tier_4,standard_translation,-0.0055,0.0136,20,0
29,attn_out,yo,tier_4,standard_translation,-0.0138,0.0302,20,0
29,mlp_out,yo,tier_4,standard_translation,-0.0107,0.0188,20,0
30,residual,yo,tier_4,standard_translation,-0.0161,0.0279,20,0
30,attn_out,yo,tier_4,standard_translation,0.0076,0.0157,20,0
30,mlp_out,yo,tier_4,standard_translation,-0.0113,0.0231,20,0
31,residual,yo,tier_4,standard_translation,0.0,0.0,20,0
31,attn_out,yo,tier_4,standard_translation,0.0,0.0,20,0
31,mlp_out,yo,tier_4,standard_translation,0.0,0.0,20,0
0,residual,zu,tier_4,standard_translation,0.2758,0.3168,20,0
0,attn_out,zu,tier_4,standard_translation,0.0391,0.1851,20,0
0,mlp_out,zu,tier_4,standard_translation,0.3864,0.2282,20,0
1,residual,zu,tier_4,standard_translation,0.2888,0.3295,20,0
1,attn_out,zu,tier_4,standard_translation,-0.0286,0.1415,20,0
1,mlp_out,zu,tier_4,standard_translation,-0.0185,0.092,20,0
2,residual,zu,tier_4,standard_translation,0.2603,0.2644,20,0
2,attn_out,zu,tier_4,standard_translation,0.0409,0.0575,20,0
2,mlp_out,zu,tier_4,standard_translation,-0.0695,0.2753,20,0
3,residual,zu,tier_4,standard_translation,0.3468,0.1935,20,0
3,attn_out,zu,tier_4,standard_translation,-0.058,0.0362,20,0
3,mlp_out,zu,tier_4,standard_translation,-0.0388,0.1598,20,0
4,residual,zu,tier_4,standard_translation,0.376,0.1991,20,0
4,attn_out,zu,tier_4,standard_translation,-0.0232,0.0581,20,0
4,mlp_out,zu,tier_4,standard_translation,-0.0077,0.0387,20,0
5,residual,zu,tier_4,standard_translation,0.5285,0.5439,20,0
5,attn_out,zu,tier_4,standard_translation,0.0047,0.065,20,0
5,mlp_out,zu,tier_4,standard_translation,-0.1252,0.0822,20,0
6,residual,zu,tier_4,standard_translation,0.2435,0.5915,20,0
6,attn_out,zu,tier_4,standard_translation,0.0437,0.073,20,0
6,mlp_out,zu,tier_4,standard_translation,0.0231,0.0605,20,0
7,residual,zu,tier_4,standard_translation,-0.1831,0.4326,20,0
7,attn_out,zu,tier_4,standard_translation,0.0452,0.0603,20,0
7,mlp_out,zu,tier_4,standard_translation,0.1083,0.11,20,0
8,residual,zu,tier_4,standard_translation,-0.2997,0.4413,20,0
8,attn_out,zu,tier_4,standard_translation,-0.0225,0.0158,20,0
8,mlp_out,zu,tier_4,standard_translation,0.0766,0.1377,20,0
9,residual,zu,tier_4,standard_translation,-0.4238,0.4182,20,0
9,attn_out,zu,tier_4,standard_translation,-0.1207,0.0804,20,0
9,mlp_out,zu,tier_4,standard_translation,0.0088,0.0501,20,0
10,residual,zu,tier_4,standard_translation,-0.5413,0.4101,20,0
10,attn_out,zu,tier_4,standard_translation,0.0019,0.0255,20,0
10,mlp_out,zu,tier_4,standard_translation,-0.067,0.0625,20,0
11,residual,zu,tier_4,standard_translation,-0.6212,0.3869,20,0
11,attn_out,zu,tier_4,standard_translation,-0.0387,0.0156,20,0
11,mlp_out,zu,tier_4,standard_translation,0.1026,0.0965,20,0
12,residual,zu,tier_4,standard_translation,-0.4345,0.4587,20,0
12,attn_out,zu,tier_4,standard_translation,-0.0315,0.0123,20,0
12,mlp_out,zu,tier_4,standard_translation,0.0238,0.0564,20,0
13,residual,zu,tier_4,standard_translation,-0.3474,0.4163,20,0
13,attn_out,zu,tier_4,standard_translation,-0.0259,0.0141,20,0
13,mlp_out,zu,tier_4,standard_translation,0.0097,0.1063,20,0
