language,layer,category,cv_accuracy,cv_auc,best_C,n_harmful,n_benign
ar,7,all,0.9414565826330532,0.9757125990892225,0.1,384,384
ar,8,unknown,0.9596638655462186,0.994602799797605,0.1,384,384
ar,8,all,0.9596638655462186,0.994602799797605,0.1,384,384
ar,9,unknown,0.9752567693744165,0.9983133749367515,1.0,384,384
ar,9,all,0.9752567693744165,0.9983133749367515,1.0,384,384
ar,10,unknown,0.9713861302096596,0.9959520998482039,0.01,384,384
ar,10,all,0.9713861302096596,0.9959520998482039,0.01,384,384
ar,11,unknown,0.9752737458619812,0.9940968122786304,0.01,384,384
ar,11,all,0.9752737458619812,0.9940968122786304,0.01,384,384
ar,12,unknown,0.971369153722095,0.9961207623545285,1.0,384,384
ar,12,all,0.971369153722095,0.9961207623545285,1.0,384,384
ar,13,unknown,0.9674390968508616,0.9981447124304267,0.01,384,384
ar,13,all,0.9674390968508616,0.9981447124304267,0.01,384,384
ar,14,unknown,0.9713436889907479,0.9966267498735032,10.0,384,384
ar,14,all,0.9713436889907479,0.9966267498735032,10.0,384,384
ar,15,unknown,0.9700280112044819,0.9974700624051274,1.0,384,384
ar,15,all,0.9700280112044819,0.9974700624051274,1.0,384,384
ar,16,unknown,0.9713352007469656,0.9976387249114521,10.0,384,384
ar,16,all,0.9713352007469656,0.9976387249114521,10.0,384,384
ar,17,unknown,0.9739495798319329,0.9967954123798279,1.0,384,384
ar,17,all,0.9739495798319329,0.9967954123798279,1.0,384,384
ar,18,unknown,0.9713436889907479,0.9954461123292292,10.0,384,384
ar,18,all,0.9713436889907479,0.9954461123292292,10.0,384,384
ar,19,unknown,0.9739580680757152,0.9907235621521335,10.0,384,384
ar,19,all,0.9739580680757152,0.9907235621521335,10.0,384,384
ar,20,unknown,0.9739665563194976,0.9920728622027323,10.0,384,384
ar,20,all,0.9739665563194976,0.9920728622027323,10.0,384,384
ar,21,unknown,0.9752737458619812,0.9895429246078596,10.0,384,384
ar,21,all,0.9752737458619812,0.9895429246078596,10.0,384,384
ar,22,unknown,0.971369153722095,0.9919041996964074,10.0,384,384
ar,22,all,0.971369153722095,0.9919041996964074,10.0,384,384
ar,23,unknown,0.9739665563194976,0.9903862371394838,10.0,384,384
ar,23,all,0.9739665563194976,0.9903862371394838,10.0,384,384
ar,24,unknown,0.9726678550207962,0.9932534997470062,10.0,384,384
ar,24,all,0.9726678550207962,0.9932534997470062,10.0,384,384
ar,25,unknown,0.971369153722095,0.995614774835554,10.0,384,384
ar,25,all,0.971369153722095,0.995614774835554,10.0,384,384
ar,26,unknown,0.9700704524233936,0.9962894248608534,10.0,384,384
ar,26,all,0.9700704524233936,0.9962894248608534,10.0,384,384
ar,27,unknown,0.96876326288091,0.9944341372912802,0.1,384,384
ar,27,all,0.96876326288091,0.9944341372912802,0.1,384,384
ru,0,unknown,0.8723962312197606,0.9170180468881768,0.1,384,384
ru,0,all,0.8723962312197606,0.9170180468881768,0.1,384,384
ru,1,unknown,0.8502673796791443,0.9261258222297183,0.1,384,384
ru,1,all,0.8502673796791443,0.9261258222297183,0.1,384,384
ru,2,unknown,0.8671759612936084,0.9342216225333109,0.1,384,384
ru,2,all,0.8671759612936084,0.9342216225333109,0.1,384,384
ru,3,unknown,0.8632798573975045,0.9364142351155339,0.1,384,384
ru,3,all,0.8632798573975045,0.9364142351155339,0.1,384,384
ru,4,unknown,0.8528732705203292,0.9372575476471581,0.1,384,384
ru,4,all,0.8528732705203292,0.9372575476471581,0.1,384,384
ru,5,unknown,0.8841100076394195,0.9650868611907573,0.1,384,384
ru,5,all,0.8841100076394195,0.9650868611907573,0.1,384,384
ru,6,unknown,0.9192768016297428,0.9799291617473436,10.0,384,384
ru,6,all,0.9192768016297428,0.9799291617473436,10.0,384,384
ru,7,unknown,0.9583481877599525,0.9981447124304267,0.01,384,384
ru,7,all,0.9583481877599525,0.9981447124304267,0.01,384,384
ru,8,unknown,0.9752737458619812,0.9998313374936751,0.1,384,384
ru,8,all,0.9752737458619812,0.9998313374936751,0.1,384,384
ru,9,unknown,0.9843816314404549,1.0,0.01,384,384
ru,9,all,0.9843816314404549,1.0,0.01,384,384
ru,10,unknown,0.9791783380018675,1.0,0.01,384,384
ru,10,all,0.9791783380018675,1.0,0.01,384,384
ru,11,unknown,0.9765639589169002,1.0,0.01,384,384
ru,11,all,0.9765639589169002,1.0,0.01,384,384
ru,12,unknown,0.9843646549528902,0.9998313374936751,0.1,384,384
ru,12,all,0.9843646549528902,0.9998313374936751,0.1,384,384
ru,13,unknown,0.9739665563194976,0.9996626749873503,10.0,384,384
ru,13,all,0.9739665563194976,0.9996626749873503,10.0,384,384
ru,14,unknown,0.977854171971819,1.0,1.0,384,384
ru,14,all,0.977854171971819,1.0,1.0,384,384
ru,15,unknown,0.9804515745692216,1.0,10.0,384,384
ru,15,all,0.9804515745692216,1.0,10.0,384,384
ru,16,unknown,0.9765554706731179,0.9996626749873503,10.0,384,384
ru,16,all,0.9765554706731179,0.9996626749873503,10.0,384,384
ru,17,unknown,0.9726339020456669,0.9993253499747006,1.0,384,384
ru,17,all,0.9726339020456669,0.9993253499747006,1.0,384,384
ru,18,unknown,0.9791613615143028,0.9994940124810254,1.0,384,384
ru,18,all,0.9791613615143028,0.9994940124810254,1.0,384,384
ru,19,unknown,0.9804515745692216,0.9996626749873503,1.0,384,384
ru,19,all,0.9804515745692216,0.9996626749873503,1.0,384,384
ru,20,unknown,0.9765469824293355,1.0,10.0,384,384
ru,20,all,0.9765469824293355,1.0,10.0,384,384
ru,21,unknown,0.9765469824293355,1.0,10.0,384,384
ru,21,all,0.9765469824293355,1.0,10.0,384,384
ru,22,unknown,0.9778371954842543,0.9996626749873503,10.0,384,384
ru,22,all,0.9778371954842543,0.9996626749873503,10.0,384,384
ru,23,unknown,0.975248281130634,0.9996626749873503,10.0,384,384
ru,23,all,0.975248281130634,0.9996626749873503,10.0,384,384
ru,24,unknown,0.977854171971819,0.9996626749873503,1.0,384,384
ru,24,all,0.977854171971819,0.9996626749873503,1.0,384,384
ru,25,unknown,0.9804515745692216,0.9998313374936751,10.0,384,384
ru,25,all,0.9804515745692216,0.9998313374936751,10.0,384,384
ru,26,unknown,0.9830489771666242,0.9993253499747006,10.0,384,384
ru,26,all,0.9830489771666242,0.9993253499747006,10.0,384,384
ru,27,unknown,0.9778456837280366,0.9996626749873503,10.0,384,384
ru,27,all,0.9778456837280366,0.9996626749873503,10.0,384,384
ko,0,unknown,0.8789152024446143,0.94046213526733,10.0,384,384
ko,0,all,0.8789152024446143,0.94046213526733,10.0,384,384
ko,1,unknown,0.8684916390798744,0.9327036599763873,1.0,384,384
ko,1,all,0.8684916390798744,0.9327036599763873,1.0,384,384
ko,2,unknown,0.8568287921229099,0.923258559622196,10.0,384,384
ko,2,all,0.8568287921229099,0.923258559622196,10.0,384,384
ko,3,unknown,0.8919616331381037,0.9455220104570754,1.0,384,384
ko,3,all,0.8919616331381037,0.9455220104570754,1.0,384,384
ko,4,unknown,0.8997962821492234,0.9564850733681902,0.1,384,384
ko,4,all,0.8997962821492234,0.9564850733681902,0.1,384,384
ko,5,unknown,0.8893557422969188,0.960026986001012,1.0,384,384
ko,5,all,0.8893557422969188,0.960026986001012,1.0,384,384
ko,6,unknown,0.8750615397674221,0.950244560634171,0.1,384,384
ko,6,all,0.8750615397674221,0.950244560634171,0.1,384,384
ko,7,unknown,0.9479246243952126,0.9966267498735031,0.1,384,384
ko,7,all,0.9479246243952126,0.9966267498735031,0.1,384,384
ko,8,unknown,0.9674900263135559,0.9951087873165796,0.1,384,384
ko,8,all,0.9674900263135559,0.9951087873165796,0.1,384,384
ko,9,unknown,0.9700704524233936,0.9979760499241018,1.0,384,384
ko,9,all,0.9700704524233936,0.9979760499241018,1.0,384,384
ko,10,unknown,0.96876326288091,0.9952774498229043,1.0,384,384
ko,10,all,0.96876326288091,0.9952774498229043,1.0,384,384
ko,11,unknown,0.9635684576861048,0.9964580873671783,1.0,384,384
ko,11,all,0.9635684576861048,0.9964580873671783,1.0,384,384
ko,12,unknown,0.9726593667770139,0.9952774498229044,0.1,384,384
ko,12,all,0.9726593667770139,0.9952774498229044,0.1,384,384
ko,13,unknown,0.9726678550207962,0.9952774498229044,1.0,384,384
