layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
1,mlp_out,gd,tier_4,standard_translation,-0.0062,0.0078,20,0
2,residual,gd,tier_4,standard_translation,0.0123,0.0249,20,0
2,attn_out,gd,tier_4,standard_translation,0.0017,0.003,20,0
2,mlp_out,gd,tier_4,standard_translation,-0.0025,0.0065,20,0
3,residual,gd,tier_4,standard_translation,0.0367,0.0312,20,0
3,attn_out,gd,tier_4,standard_translation,0.0013,0.0026,20,0
3,mlp_out,gd,tier_4,standard_translation,-0.0036,0.0051,20,0
4,residual,gd,tier_4,standard_translation,0.047,0.0284,20,0
4,attn_out,gd,tier_4,standard_translation,0.0039,0.0025,20,0
4,mlp_out,gd,tier_4,standard_translation,-0.0002,0.0075,20,0
5,residual,gd,tier_4,standard_translation,0.0757,0.031,20,0
5,attn_out,gd,tier_4,standard_translation,0.0013,0.003,20,0
5,mlp_out,gd,tier_4,standard_translation,-0.0015,0.0074,20,0
6,residual,gd,tier_4,standard_translation,0.0885,0.0191,20,0
6,attn_out,gd,tier_4,standard_translation,-0.0021,0.006,20,0
6,mlp_out,gd,tier_4,standard_translation,-0.003,0.0048,20,0
7,residual,gd,tier_4,standard_translation,0.124,0.0332,20,0
7,attn_out,gd,tier_4,standard_translation,-0.0017,0.0054,20,0
7,mlp_out,gd,tier_4,standard_translation,0.0005,0.0035,20,0
8,residual,gd,tier_4,standard_translation,0.1281,0.0326,20,0
8,attn_out,gd,tier_4,standard_translation,-0.0021,0.0024,20,0
8,mlp_out,gd,tier_4,standard_translation,0.0084,0.0048,20,0
9,residual,gd,tier_4,standard_translation,0.1325,0.0355,20,0
9,attn_out,gd,tier_4,standard_translation,0.0029,0.0038,20,0
9,mlp_out,gd,tier_4,standard_translation,0.0012,0.0071,20,0
10,residual,gd,tier_4,standard_translation,0.1421,0.0357,20,0
10,attn_out,gd,tier_4,standard_translation,-0.0008,0.0008,20,0
10,mlp_out,gd,tier_4,standard_translation,0.0013,0.0033,20,0
11,residual,gd,tier_4,standard_translation,0.1389,0.0378,20,0
11,attn_out,gd,tier_4,standard_translation,0.0001,0.0017,20,0
11,mlp_out,gd,tier_4,standard_translation,0.0041,0.0031,20,0
12,residual,gd,tier_4,standard_translation,0.1094,0.0334,20,0
12,attn_out,gd,tier_4,standard_translation,-0.0019,0.0015,20,0
12,mlp_out,gd,tier_4,standard_translation,0.0057,0.0039,20,0
13,residual,gd,tier_4,standard_translation,0.0915,0.028,20,0
13,attn_out,gd,tier_4,standard_translation,-0.0003,0.0013,20,0
13,mlp_out,gd,tier_4,standard_translation,0.0052,0.0021,20,0
14,residual,gd,tier_4,standard_translation,0.0711,0.0268,20,0
14,attn_out,gd,tier_4,standard_translation,-0.0014,0.0015,20,0
14,mlp_out,gd,tier_4,standard_translation,0.0046,0.0021,20,0
15,residual,gd,tier_4,standard_translation,0.0517,0.0241,20,0
15,attn_out,gd,tier_4,standard_translation,-0.0002,0.0007,20,0
15,mlp_out,gd,tier_4,standard_translation,0.0022,0.0024,20,0
16,residual,gd,tier_4,standard_translation,0.0492,0.021,20,0
16,attn_out,gd,tier_4,standard_translation,0.0001,0.0013,20,0
16,mlp_out,gd,tier_4,standard_translation,0.0033,0.0026,20,0
17,residual,gd,tier_4,standard_translation,0.0146,0.0058,20,0
17,attn_out,gd,tier_4,standard_translation,-0.0001,0.0005,20,0
17,mlp_out,gd,tier_4,standard_translation,0.0005,0.0008,20,0
18,residual,gd,tier_4,standard_translation,0.008,0.003,20,0
18,attn_out,gd,tier_4,standard_translation,-0.0003,0.0008,20,0
18,mlp_out,gd,tier_4,standard_translation,-0.0009,0.0004,20,0
19,residual,gd,tier_4,standard_translation,0.0039,0.0025,20,0
19,attn_out,gd,tier_4,standard_translation,-0.0002,0.0003,20,0
19,mlp_out,gd,tier_4,standard_translation,0.0005,0.0006,20,0
20,residual,gd,tier_4,standard_translation,0.0018,0.0032,20,0
20,attn_out,gd,tier_4,standard_translation,-0.0002,0.0003,20,0
20,mlp_out,gd,tier_4,standard_translation,-0.0001,0.0004,20,0
21,residual,gd,tier_4,standard_translation,0.0021,0.0034,20,0
21,attn_out,gd,tier_4,standard_translation,-0.0,0.0002,20,0
21,mlp_out,gd,tier_4,standard_translation,0.0004,0.0005,20,0
22,residual,gd,tier_4,standard_translation,0.0018,0.0029,20,0
22,attn_out,gd,tier_4,standard_translation,-0.0002,0.0003,20,0
22,mlp_out,gd,tier_4,standard_translation,0.0004,0.0003,20,0
23,residual,gd,tier_4,standard_translation,0.0017,0.0026,20,0
23,attn_out,gd,tier_4,standard_translation,-0.0,0.0002,20,0
23,mlp_out,gd,tier_4,standard_translation,-0.0001,0.0005,20,0
24,residual,gd,tier_4,standard_translation,0.002,0.0019,20,0
24,attn_out,gd,tier_4,standard_translation,0.0002,0.0005,20,0
24,mlp_out,gd,tier_4,standard_translation,0.0003,0.0002,20,0
25,residual,gd,tier_4,standard_translation,0.0017,0.0019,20,0
25,attn_out,gd,tier_4,standard_translation,-0.0,0.0002,20,0
25,mlp_out,gd,tier_4,standard_translation,-0.0001,0.0004,20,0
26,residual,gd,tier_4,standard_translation,0.0023,0.0021,20,0
26,attn_out,gd,tier_4,standard_translation,0.0001,0.0001,20,0
26,mlp_out,gd,tier_4,standard_translation,-0.0,0.0006,20,0
27,residual,gd,tier_4,standard_translation,0.0014,0.0016,20,0
27,attn_out,gd,tier_4,standard_translation,-0.0001,0.0002,20,0
27,mlp_out,gd,tier_4,standard_translation,-0.0001,0.0002,20,0
28,residual,gd,tier_4,standard_translation,0.0007,0.0012,20,0
28,attn_out,gd,tier_4,standard_translation,-0.0,0.0001,20,0
28,mlp_out,gd,tier_4,standard_translation,0.0002,0.0004,20,0
29,residual,gd,tier_4,standard_translation,0.0007,0.0004,20,0
29,attn_out,gd,tier_4,standard_translation,0.0001,0.0001,20,0
29,mlp_out,gd,tier_4,standard_translation,-0.0002,0.0001,20,0
30,residual,gd,tier_4,standard_translation,0.0001,0.0002,20,0
30,attn_out,gd,tier_4,standard_translation,-0.0,0.0,20,0
30,mlp_out,gd,tier_4,standard_translation,-0.0,0.0001,20,0
31,residual,gd,tier_4,standard_translation,0.0,0.0,20,0
31,attn_out,gd,tier_4,standard_translation,0.0,0.0,20,0
31,mlp_out,gd,tier_4,standard_translation,0.0,0.0,20,0
0,residual,gn,tier_4,standard_translation,-0.0219,0.0276,20,0
0,attn_out,gn,tier_4,standard_translation,0.004,0.0147,20,0
0,mlp_out,gn,tier_4,standard_translation,-0.0354,0.0322,20,0
1,residual,gn,tier_4,standard_translation,-0.0036,0.0361,20,0
1,attn_out,gn,tier_4,standard_translation,-0.0036,0.0088,20,0
1,mlp_out,gn,tier_4,standard_translation,-0.0088,0.0161,20,0
2,residual,gn,tier_4,standard_translation,0.0113,0.0493,20,0
2,attn_out,gn,tier_4,standard_translation,-0.0017,0.0083,20,0
2,mlp_out,gn,tier_4,standard_translation,-0.0011,0.0093,20,0
3,residual,gn,tier_4,standard_translation,0.0314,0.0682,20,0
3,attn_out,gn,tier_4,standard_translation,0.0018,0.0038,20,0
3,mlp_out,gn,tier_4,standard_translation,0.0007,0.0124,20,0
4,residual,gn,tier_4,standard_translation,0.0279,0.0668,20,0
4,attn_out,gn,tier_4,standard_translation,-0.0001,0.0115,20,0
4,mlp_out,gn,tier_4,standard_translation,0.0132,0.0175,20,0
5,residual,gn,tier_4,standard_translation,0.0823,0.0632,20,0
5,attn_out,gn,tier_4,standard_translation,0.0038,0.0095,20,0
5,mlp_out,gn,tier_4,standard_translation,-0.0079,0.0183,20,0
6,residual,gn,tier_4,standard_translation,0.1079,0.07,20,0
6,attn_out,gn,tier_4,standard_translation,0.0012,0.0094,20,0
6,mlp_out,gn,tier_4,standard_translation,-0.0005,0.0205,20,0
7,residual,gn,tier_4,standard_translation,0.154,0.08,20,0
7,attn_out,gn,tier_4,standard_translation,0.0124,0.0147,20,0
7,mlp_out,gn,tier_4,standard_translation,-0.0062,0.0182,20,0
8,residual,gn,tier_4,standard_translation,0.1644,0.084,20,0
8,attn_out,gn,tier_4,standard_translation,-0.0002,0.0026,20,0
8,mlp_out,gn,tier_4,standard_translation,0.0071,0.0103,20,0
9,residual,gn,tier_4,standard_translation,0.1518,0.0748,20,0
9,attn_out,gn,tier_4,standard_translation,0.0105,0.01,20,0
9,mlp_out,gn,tier_4,standard_translation,-0.0047,0.0048,20,0
10,residual,gn,tier_4,standard_translation,0.1465,0.0701,20,0
10,attn_out,gn,tier_4,standard_translation,0.0082,0.0091,20,0
10,mlp_out,gn,tier_4,standard_translation,-0.0035,0.0139,20,0
11,residual,gn,tier_4,standard_translation,0.1475,0.066,20,0
11,attn_out,gn,tier_4,standard_translation,0.0035,0.0045,20,0
11,mlp_out,gn,tier_4,standard_translation,0.0032,0.0104,20,0
12,residual,gn,tier_4,standard_translation,0.1219,0.0645,20,0
12,attn_out,gn,tier_4,standard_translation,0.0016,0.0044,20,0
12,mlp_out,gn,tier_4,standard_translation,0.0043,0.0039,20,0
13,residual,gn,tier_4,standard_translation,0.1095,0.0578,20,0
13,attn_out,gn,tier_4,standard_translation,0.0007,0.0018,20,0
13,mlp_out,gn,tier_4,standard_translation,0.0016,0.009,20,0
14,residual,gn,tier_4,standard_translation,0.0933,0.0579,20,0
14,attn_out,gn,tier_4,standard_translation,-0.0005,0.0015,20,0
14,mlp_out,gn,tier_4,standard_translation,-0.0032,0.0134,20,0
15,residual,gn,tier_4,standard_translation,0.0849,0.0517,20,0
15,attn_out,gn,tier_4,standard_translation,0.0009,0.0007,20,0
15,mlp_out,gn,tier_4,standard_translation,0.0027,0.003,20,0
16,residual,gn,tier_4,standard_translation,0.0777,0.0443,20,0
16,attn_out,gn,tier_4,standard_translation,-0.0008,0.0029,20,0
16,mlp_out,gn,tier_4,standard_translation,0.0073,0.0138,20,0
17,residual,gn,tier_4,standard_translation,0.0238,0.0176,20,0
17,attn_out,gn,tier_4,standard_translation,-0.0004,0.0008,20,0
17,mlp_out,gn,tier_4,standard_translation,0.0024,0.0026,20,0
18,residual,gn,tier_4,standard_translation,0.0193,0.0166,20,0
18,attn_out,gn,tier_4,standard_translation,0.0004,0.0007,20,0
18,mlp_out,gn,tier_4,standard_translation,0.0013,0.0021,20,0
19,residual,gn,tier_4,standard_translation,0.0118,0.0094,20,0
19,attn_out,gn,tier_4,standard_translation,-0.0004,0.0015,20,0
19,mlp_out,gn,tier_4,standard_translation,0.0002,0.0008,20,0
20,residual,gn,tier_4,standard_translation,0.0139,0.0158,20,0
20,attn_out,gn,tier_4,standard_translation,-0.0003,0.0012,20,0
20,mlp_out,gn,tier_4,standard_translation,0.0029,0.0052,20,0
21,residual,gn,tier_4,standard_translation,0.0122,0.0138,20,0
21,attn_out,gn,tier_4,standard_translation,-0.0006,0.0012,20,0
21,mlp_out,gn,tier_4,standard_translation,0.0019,0.0035,20,0
22,residual,gn,tier_4,standard_translation,0.0103,0.013,20,0
22,attn_out,gn,tier_4,standard_translation,0.0001,0.0003,20,0
22,mlp_out,gn,tier_4,standard_translation,0.0019,0.0027,20,0
23,residual,gn,tier_4,standard_translation,0.0083,0.0069,20,0
23,attn_out,gn,tier_4,standard_translation,-0.0004,0.0008,20,0
23,mlp_out,gn,tier_4,standard_translation,-0.0,0.001,20,0
24,residual,gn,tier_4,standard_translation,-0.0015,0.0091,20,0
24,attn_out,gn,tier_4,standard_translation,0.0002,0.0005,20,0
24,mlp_out,gn,tier_4,standard_translation,-0.0001,0.001,20,0
25,residual,gn,tier_4,standard_translation,-0.0009,0.0065,20,0
25,attn_out,gn,tier_4,standard_translation,0.0005,0.0003,20,0
25,mlp_out,gn,tier_4,standard_translation,-0.0001,0.0002,20,0
26,residual,gn,tier_4,standard_translation,-0.0002,0.0042,20,0
26,attn_out,gn,tier_4,standard_translation,0.0003,0.0003,20,0
26,mlp_out,gn,tier_4,standard_translation,0.0006,0.0008,20,0
27,residual,gn,tier_4,standard_translation,0.0003,0.0027,20,0
27,attn_out,gn,tier_4,standard_translation,0.0006,0.0007,20,0
27,mlp_out,gn,tier_4,standard_translation,0.0009,0.0017,20,0
28,residual,gn,tier_4,standard_translation,-0.0004,0.0024,20,0
28,attn_out,gn,tier_4,standard_translation,-0.0001,0.0003,20,0
28,mlp_out,gn,tier_4,standard_translation,-0.0001,0.0002,20,0
29,residual,gn,tier_4,standard_translation,0.0017,0.0016,20,0
29,attn_out,gn,tier_4,standard_translation,0.0002,0.0009,20,0
29,mlp_out,gn,tier_4,standard_translation,-0.0002,0.0002,20,0
30,residual,gn,tier_4,standard_translation,0.0001,0.0005,20,0
30,attn_out,gn,tier_4,standard_translation,-0.0,0.0002,20,0
30,mlp_out,gn,tier_4,standard_translation,-0.0005,0.0004,20,0
31,residual,gn,tier_4,standard_translation,0.0,0.0,20,0
31,attn_out,gn,tier_4,standard_translation,0.0,0.0,20,0
31,mlp_out,gn,tier_4,standard_translation,0.0,0.0,20,0
0,residual,de,tier_1,transliteration,0.5904,1.1579,20,0
0,attn_out,de,tier_1,transliteration,0.2212,0.4638,20,0
0,mlp_out,de,tier_1,transliteration,0.604,1.055,20,0
1,residual,de,tier_1,transliteration,0.8429,1.3715,20,0
1,attn_out,de,tier_1,transliteration,0.1082,0.1789,20,0
1,mlp_out,de,tier_1,transliteration,-0.1339,0.3051,20,0
2,residual,de,tier_1,transliteration,0.6692,1.0045,20,0
2,attn_out,de,tier_1,transliteration,0.0686,0.1328,20,0
2,mlp_out,de,tier_1,transliteration,-0.097,0.3083,20,0
3,residual,de,tier_1,transliteration,0.6268,0.9385,20,0
3,attn_out,de,tier_1,transliteration,0.0128,0.1097,20,0
3,mlp_out,de,tier_1,transliteration,0.2381,0.3185,20,0
4,residual,de,tier_1,transliteration,0.546,0.864,20,0
4,attn_out,de,tier_1,transliteration,0.0857,0.1244,20,0
4,mlp_out,de,tier_1,transliteration,0.1745,0.3369,20,0
5,residual,de,tier_1,transliteration,0.3503,0.5923,20,0
5,attn_out,de,tier_1,transliteration,-0.1206,0.2674,20,0
5,mlp_out,de,tier_1,transliteration,0.1197,0.1813,20,0
6,residual,de,tier_1,transliteration,0.2785,0.4934,20,0
6,attn_out,de,tier_1,transliteration,0.0957,0.2245,20,0
6,mlp_out,de,tier_1,transliteration,0.0102,0.1425,20,0
7,residual,de,tier_1,transliteration,0.1784,0.3246,20,0
7,attn_out,de,tier_1,transliteration,0.1306,0.2356,20,0
7,mlp_out,de,tier_1,transliteration,0.0233,0.0864,20,0
8,residual,de,tier_1,transliteration,0.085,0.2833,20,0
8,attn_out,de,tier_1,transliteration,-0.0495,0.165,20,0
8,mlp_out,de,tier_1,transliteration,0.0487,0.163,20,0
9,residual,de,tier_1,transliteration,0.0199,0.3675,20,0
9,attn_out,de,tier_1,transliteration,0.0398,0.1161,20,0
9,mlp_out,de,tier_1,transliteration,0.0984,0.1774,20,0
10,residual,de,tier_1,transliteration,-0.0384,0.4369,20,0
10,attn_out,de,tier_1,transliteration,-0.0063,0.0915,20,0
10,mlp_out,de,tier_1,transliteration,0.1524,0.2072,20,0
11,residual,de,tier_1,transliteration,0.0227,0.3909,20,0
11,attn_out,de,tier_1,transliteration,0.0662,0.1992,20,0
11,mlp_out,de,tier_1,transliteration,0.0063,0.081,20,0
12,residual,de,tier_1,transliteration,0.0519,0.2726,20,0
12,attn_out,de,tier_1,transliteration,0.0157,0.0208,20,0
12,mlp_out,de,tier_1,transliteration,-0.0333,0.1492,20,0
13,residual,de,tier_1,transliteration,0.0723,0.2309,20,0
13,attn_out,de,tier_1,transliteration,0.1,0.241,20,0
13,mlp_out,de,tier_1,transliteration,-0.0011,0.1049,20,0
14,residual,de,tier_1,transliteration,-0.0275,0.3223,20,0
14,attn_out,de,tier_1,transliteration,0.0633,0.1247,20,0
14,mlp_out,de,tier_1,transliteration,-0.0098,0.1465,20,0
15,residual,de,tier_1,transliteration,-0.0097,0.2661,20,0
15,attn_out,de,tier_1,transliteration,0.0893,0.1903,20,0
15,mlp_out,de,tier_1,transliteration,0.0361,0.1013,20,0
16,residual,de,tier_1,transliteration,0.0349,0.155,20,0
16,attn_out,de,tier_1,transliteration,0.0371,0.0486,20,0
16,mlp_out,de,tier_1,transliteration,0.1756,0.2718,20,0
17,residual,de,tier_1,transliteration,0.0634,0.1524,20,0
17,attn_out,de,tier_1,transliteration,0.0287,0.0909,20,0
17,mlp_out,de,tier_1,transliteration,-0.0833,0.1512,20,0
18,residual,de,tier_1,transliteration,0.052,0.0781,20,0
18,attn_out,de,tier_1,transliteration,0.0004,0.0354,20,0
18,mlp_out,de,tier_1,transliteration,0.0205,0.0317,20,0
19,residual,de,tier_1,transliteration,0.0101,0.0525,20,0
19,attn_out,de,tier_1,transliteration,-0.0128,0.0195,20,0
19,mlp_out,de,tier_1,transliteration,-0.0069,0.0373,20,0
20,residual,de,tier_1,transliteration,0.0198,0.0681,20,0
20,attn_out,de,tier_1,transliteration,-0.012,0.0439,20,0
20,mlp_out,de,tier_1,transliteration,0.003,0.0198,20,0
21,residual,de,tier_1,transliteration,0.0023,0.0481,20,0
21,attn_out,de,tier_1,transliteration,-0.0134,0.0103,20,0
21,mlp_out,de,tier_1,transliteration,-0.0104,0.0282,20,0
22,residual,de,tier_1,transliteration,-0.0215,0.0291,20,0
22,attn_out,de,tier_1,transliteration,0.01,0.0279,20,0
22,mlp_out,de,tier_1,transliteration,-0.0037,0.0732,20,0
23,residual,de,tier_1,transliteration,-0.0348,0.0311,20,0
23,attn_out,de,tier_1,transliteration,0.0133,0.0251,20,0
23,mlp_out,de,tier_1,transliteration,0.0135,0.0197,20,0
24,residual,de,tier_1,transliteration,-0.029,0.0203,20,0
24,attn_out,de,tier_1,transliteration,-0.0219,0.025,20,0
24,mlp_out,de,tier_1,transliteration,-0.0171,0.0613,20,0
25,residual,de,tier_1,transliteration,-0.0375,0.0283,20,0
25,attn_out,de,tier_1,transliteration,0.02,0.0277,20,0
25,mlp_out,de,tier_1,transliteration,-0.0317,0.0453,20,0
26,residual,de,tier_1,transliteration,-0.0251,0.0237,20,0
26,attn_out,de,tier_1,transliteration,0.0026,0.0108,20,0
26,mlp_out,de,tier_1,transliteration,0.0062,0.0417,20,0
27,residual,de,tier_1,transliteration,-0.0198,0.0185,20,0
27,attn_out,de,tier_1,transliteration,0.0045,0.0524,20,0
27,mlp_out,de,tier_1,transliteration,0.0002,0.0168,20,0
28,residual,de,tier_1,transliteration,-0.0167,0.0092,20,0
28,attn_out,de,tier_1,transliteration,-0.0037,0.013,20,0
28,mlp_out,de,tier_1,transliteration,-0.008,0.0186,20,0
29,residual,de,tier_1,transliteration,-0.0104,0.0223,20,0
29,attn_out,de,tier_1,transliteration,0.0105,0.0263,20,0
29,mlp_out,de,tier_1,transliteration,-0.0138,0.0674,20,0
30,residual,de,tier_1,transliteration,0.0024,0.036,20,0
30,attn_out,de,tier_1,transliteration,-0.006,0.0152,20,0
30,mlp_out,de,tier_1,transliteration,-0.0112,0.0226,20,0
31,residual,de,tier_1,transliteration,0.0,0.0,20,0
31,attn_out,de,tier_1,transliteration,0.0,0.0,20,0
31,mlp_out,de,tier_1,transliteration,0.0,0.0,20,0
0,residual,fr,tier_1,transliteration,0.0822,0.1693,20,0
0,attn_out,fr,tier_1,transliteration,-0.0306,0.0263,20,0
0,mlp_out,fr,tier_1,transliteration,0.0839,0.1561,20,0
1,residual,fr,tier_1,transliteration,0.0766,0.2204,20,0
1,attn_out,fr,tier_1,transliteration,0.0034,0.0537,20,0
1,mlp_out,fr,tier_1,transliteration,0.0249,0.0471,20,0
2,residual,fr,tier_1,transliteration,0.1047,0.2015,20,0
2,attn_out,fr,tier_1,transliteration,-0.0186,0.029,20,0
2,mlp_out,fr,tier_1,transliteration,0.0066,0.0285,20,0
3,residual,fr,tier_1,transliteration,0.1058,0.1902,20,0
3,attn_out,fr,tier_1,transliteration,0.0001,0.0175,20,0
3,mlp_out,fr,tier_1,transliteration,0.0169,0.0415,20,0
4,residual,fr,tier_1,transliteration,0.1027,0.181,20,0
4,attn_out,fr,tier_1,transliteration,0.0025,0.0136,20,0
4,mlp_out,fr,tier_1,transliteration,-0.0101,0.058,20,0
5,residual,fr,tier_1,transliteration,0.0887,0.166,20,0
5,attn_out,fr,tier_1,transliteration,0.002,0.0271,20,0
5,mlp_out,fr,tier_1,transliteration,0.0085,0.0459,20,0
6,residual,fr,tier_1,transliteration,0.0829,0.1654,20,0
6,attn_out,fr,tier_1,transliteration,0.0028,0.0186,20,0
6,mlp_out,fr,tier_1,transliteration,0.0082,0.0497,20,0
7,residual,fr,tier_1,transliteration,0.0801,0.126,20,0
7,attn_out,fr,tier_1,transliteration,-0.0198,0.03,20,0
7,mlp_out,fr,tier_1,transliteration,0.0262,0.0154,20,0
8,residual,fr,tier_1,transliteration,0.0866,0.1217,20,0
8,attn_out,fr,tier_1,transliteration,0.0092,0.017,20,0
8,mlp_out,fr,tier_1,transliteration,0.0069,0.0449,20,0
9,residual,fr,tier_1,transliteration,0.0784,0.1075,20,0
9,attn_out,fr,tier_1,transliteration,0.013,0.0331,20,0
9,mlp_out,fr,tier_1,transliteration,-0.0069,0.0323,20,0
10,residual,fr,tier_1,transliteration,0.0865,0.1164,20,0
10,attn_out,fr,tier_1,transliteration,0.0044,0.0156,20,0
10,mlp_out,fr,tier_1,transliteration,-0.0232,0.0373,20,0
11,residual,fr,tier_1,transliteration,0.0835,0.1152,20,0
11,attn_out,fr,tier_1,transliteration,0.0137,0.0235,20,0
11,mlp_out,fr,tier_1,transliteration,-0.0142,0.0232,20,0
12,residual,fr,tier_1,transliteration,0.0674,0.0824,20,0
12,attn_out,fr,tier_1,transliteration,0.0082,0.0109,20,0
12,mlp_out,fr,tier_1,transliteration,0.0064,0.0216,20,0
13,residual,fr,tier_1,transliteration,0.0735,0.0884,20,0
13,attn_out,fr,tier_1,transliteration,0.0005,0.011,20,0
13,mlp_out,fr,tier_1,transliteration,0.0127,0.0278,20,0
14,residual,fr,tier_1,transliteration,0.103,0.0868,20,0
14,attn_out,fr,tier_1,transliteration,-0.0132,0.0214,20,0
14,mlp_out,fr,tier_1,transliteration,0.0273,0.0381,20,0
15,residual,fr,tier_1,transliteration,0.0944,0.0783,20,0
15,attn_out,fr,tier_1,transliteration,0.0138,0.0318,20,0
15,mlp_out,fr,tier_1,transliteration,0.0168,0.0182,20,0
16,residual,fr,tier_1,transliteration,0.0933,0.0633,20,0
16,attn_out,fr,tier_1,transliteration,-0.0105,0.0142,20,0
16,mlp_out,fr,tier_1,transliteration,0.0306,0.0331,20,0
17,residual,fr,tier_1,transliteration,0.0304,0.0389,20,0
17,attn_out,fr,tier_1,transliteration,-0.0062,0.0156,20,0
17,mlp_out,fr,tier_1,transliteration,-0.004,0.0247,20,0
18,residual,fr,tier_1,transliteration,0.0138,0.0308,20,0
18,attn_out,fr,tier_1,transliteration,-0.0055,0.0052,20,0
18,mlp_out,fr,tier_1,transliteration,-0.0006,0.0275,20,0
19,residual,fr,tier_1,transliteration,0.0028,0.0232,20,0
19,attn_out,fr,tier_1,transliteration,0.002,0.0073,20,0
19,mlp_out,fr,tier_1,transliteration,0.0012,0.0145,20,0
20,residual,fr,tier_1,transliteration,-0.0069,0.0187,20,0
20,attn_out,fr,tier_1,transliteration,-0.0069,0.0081,20,0
20,mlp_out,fr,tier_1,transliteration,-0.0023,0.015,20,0
21,residual,fr,tier_1,transliteration,-0.0077,0.0182,20,0
