tier,layer,component,perturbation,mean_delta,std_delta
tier_2,7,mlp_out,transliteration,0.031275000000000004,0.15525
tier_2,7,residual,code_switching,-1.259275,1.27645
tier_2,7,residual,standard_translation,0.141125,0.470425
tier_2,7,residual,transliteration,-0.095275,0.349375
tier_2,8,attn_out,code_switching,-0.014624999999999999,0.070325
tier_2,8,attn_out,standard_translation,0.025300000000000003,0.043625
tier_2,8,attn_out,transliteration,0.0178,0.0589
tier_2,8,mlp_out,code_switching,-0.395075,0.59625
tier_2,8,mlp_out,standard_translation,0.020625,0.111175
tier_2,8,mlp_out,transliteration,0.067425,0.222275
tier_2,8,residual,code_switching,-1.27365,1.296625
tier_2,8,residual,standard_translation,0.12717499999999998,0.456375
tier_2,8,residual,transliteration,-0.084875,0.36475
tier_2,9,attn_out,code_switching,-0.017849999999999998,0.11460000000000001
tier_2,9,attn_out,standard_translation,0.043775,0.06382499999999999
tier_2,9,attn_out,transliteration,0.022825,0.1071
tier_2,9,mlp_out,code_switching,-0.052975,0.16570000000000001
tier_2,9,mlp_out,standard_translation,0.05655,0.17495
tier_2,9,mlp_out,transliteration,0.103425,0.17927500000000002
tier_2,9,residual,code_switching,-1.0074,1.104025
tier_2,9,residual,standard_translation,0.23269999999999996,0.493625
tier_2,9,residual,transliteration,-0.060750000000000005,0.364825
tier_2,10,attn_out,code_switching,-0.023475000000000003,0.082
tier_2,10,attn_out,standard_translation,0.0461,0.1036
tier_2,10,attn_out,transliteration,0.091375,0.119325
tier_2,10,mlp_out,code_switching,-0.041025,0.16922500000000001
tier_2,10,mlp_out,standard_translation,0.01665,0.10955
tier_2,10,mlp_out,transliteration,0.06862499999999999,0.102275
tier_2,10,residual,code_switching,-0.827175,0.9410499999999999
tier_2,10,residual,standard_translation,0.233575,0.45052499999999995
tier_2,10,residual,transliteration,-0.084075,0.33197499999999996
tier_2,11,attn_out,code_switching,-0.0505,0.06715
tier_2,11,attn_out,standard_translation,-0.0045000000000000005,0.047375
tier_2,11,attn_out,transliteration,0.004399999999999999,0.11375
tier_2,11,mlp_out,code_switching,-0.0989,0.133325
tier_2,11,mlp_out,standard_translation,0.090575,0.200975
tier_2,11,mlp_out,transliteration,0.11912500000000001,0.2345
tier_2,11,residual,code_switching,-0.82025,0.895575
tier_2,11,residual,standard_translation,0.24417500000000003,0.43400000000000005
tier_2,11,residual,transliteration,-0.084625,0.3227
tier_2,12,attn_out,code_switching,0.0471,0.06645
tier_2,12,attn_out,standard_translation,-0.006349999999999998,0.065925
tier_2,12,attn_out,transliteration,-0.0296,0.10965
tier_2,12,mlp_out,code_switching,-0.09535,0.188775
tier_2,12,mlp_out,standard_translation,-0.032625,0.12417500000000001
tier_2,12,mlp_out,transliteration,0.025525000000000003,0.1156
tier_2,12,residual,code_switching,-0.5863,0.747175
tier_2,12,residual,standard_translation,0.28207499999999996,0.40754999999999997
tier_2,12,residual,transliteration,0.0002999999999999947,0.307575
tier_2,13,attn_out,code_switching,0.01475,0.03695
tier_2,13,attn_out,standard_translation,0.015349999999999999,0.0412
tier_2,13,attn_out,transliteration,-0.010499999999999999,0.127075
tier_2,13,mlp_out,code_switching,-0.016825,0.096
tier_2,13,mlp_out,standard_translation,-0.021475,0.127975
tier_2,13,mlp_out,transliteration,0.074975,0.16922500000000001
tier_2,13,residual,code_switching,-0.492325,0.683025
tier_2,13,residual,standard_translation,0.279,0.418475
tier_2,13,residual,transliteration,0.027774999999999994,0.2822
tier_2,14,attn_out,code_switching,0.009649999999999999,0.032174999999999995
tier_2,14,attn_out,standard_translation,-0.012425,0.038525000000000004
tier_2,14,attn_out,transliteration,0.024300000000000002,0.10695
tier_2,14,mlp_out,code_switching,-0.0343,0.1114
tier_2,14,mlp_out,standard_translation,-0.037975,0.10235
tier_2,14,mlp_out,transliteration,-0.068025,0.22835
tier_2,14,residual,code_switching,-0.34995,0.5418000000000001
tier_2,14,residual,standard_translation,0.29669999999999996,0.3876
tier_2,14,residual,transliteration,-0.03497499999999999,0.31105
tier_2,15,attn_out,code_switching,-0.0039499999999999995,0.027725
tier_2,15,attn_out,standard_translation,0.011075,0.03605
tier_2,15,attn_out,transliteration,-0.036975,0.11577499999999999
tier_2,15,mlp_out,code_switching,-0.02265,0.064475
tier_2,15,mlp_out,standard_translation,0.03105,0.08405
tier_2,15,mlp_out,transliteration,-0.0631,0.151175
tier_2,15,residual,code_switching,-0.2744,0.49172499999999997
tier_2,15,residual,standard_translation,0.20677500000000001,0.344725
tier_2,15,residual,transliteration,-0.13567500000000002,0.38185
tier_2,16,attn_out,code_switching,-0.0043749999999999995,0.03475
tier_2,16,attn_out,standard_translation,0.003599999999999999,0.032875
tier_2,16,attn_out,transliteration,0.030725,0.07465
tier_2,16,mlp_out,code_switching,-0.0391,0.06905
tier_2,16,mlp_out,standard_translation,0.0011750000000000024,0.08275
tier_2,16,mlp_out,transliteration,-0.010450000000000001,0.1326
tier_2,16,residual,code_switching,-0.268,0.484125
tier_2,16,residual,standard_translation,0.164,0.335825
tier_2,16,residual,transliteration,-0.14155,0.381775
tier_2,17,attn_out,code_switching,-0.0005249999999999999,0.0102
tier_2,17,attn_out,standard_translation,-0.004625,0.010175
tier_2,17,attn_out,transliteration,0.021675,0.039749999999999994
tier_2,17,mlp_out,code_switching,-0.00835,0.04375
tier_2,17,mlp_out,standard_translation,0.0264,0.04075
tier_2,17,mlp_out,transliteration,-0.034725,0.09407499999999999
tier_2,17,residual,code_switching,-0.066275,0.274575
tier_2,17,residual,standard_translation,0.12705,0.236225
tier_2,17,residual,transliteration,-0.02150000000000001,0.1958
tier_2,18,attn_out,code_switching,-0.0137,0.025175
tier_2,18,attn_out,standard_translation,-0.0049250000000000006,0.02135
tier_2,18,attn_out,transliteration,0.03825,0.04995
tier_2,18,mlp_out,code_switching,0.006825,0.06587499999999999
tier_2,18,mlp_out,standard_translation,0.007325,0.038925
tier_2,18,mlp_out,transliteration,0.0049250000000000006,0.0705
tier_2,18,residual,code_switching,-0.04052499999999999,0.265875
tier_2,18,residual,standard_translation,0.10372500000000001,0.24295
tier_2,18,residual,transliteration,-0.010549999999999993,0.16915000000000002
tier_2,19,attn_out,code_switching,-0.006725,0.0143
tier_2,19,attn_out,standard_translation,0.006725,0.014425
tier_2,19,attn_out,transliteration,-0.0018249999999999994,0.045125
tier_2,19,mlp_out,code_switching,-0.003250000000000003,0.060175
tier_2,19,mlp_out,standard_translation,0.005625,0.04505
tier_2,19,mlp_out,transliteration,-0.009124999999999996,0.062125
