language,layer,category,cv_accuracy,cv_auc,best_C,n_harmful,n_benign
es,17,unknown,0.9673076923076923,0.9978938609467456,0.01,520,520
es,17,all,0.9673076923076923,0.9978938609467456,0.01,520,520
es,18,unknown,0.9701923076923077,0.9977422337278108,0.01,520,520
es,18,all,0.9701923076923077,0.9977422337278108,0.01,520,520
es,19,unknown,0.9701923076923077,0.9977385355029587,0.01,520,520
es,19,all,0.9701923076923077,0.9977385355029587,0.01,520,520
es,20,unknown,0.9692307692307692,0.9976793639053254,0.01,520,520
es,20,all,0.9692307692307692,0.9976793639053254,0.01,520,520
es,21,unknown,0.9682692307692308,0.9976571745562131,0.01,520,520
es,21,all,0.9682692307692308,0.9976571745562131,0.01,520,520
es,22,unknown,0.9701923076923077,0.9976275887573964,0.01,520,520
es,22,all,0.9701923076923077,0.9976275887573964,0.01,520,520
es,23,unknown,0.9711538461538461,0.9976682692307692,0.01,520,520
es,23,all,0.9711538461538461,0.9976682692307692,0.01,520,520
es,24,unknown,0.9711538461538461,0.9975943047337278,0.01,520,520
es,24,all,0.9711538461538461,0.9975943047337278,0.01,520,520
es,25,unknown,0.9721153846153846,0.9976571745562131,0.01,520,520
es,25,all,0.9721153846153846,0.9976571745562131,0.01,520,520
es,26,unknown,0.9721153846153846,0.9976460798816568,0.01,520,520
es,26,all,0.9721153846153846,0.9976460798816568,0.01,520,520
es,27,unknown,0.9721153846153846,0.9976349852071006,0.01,520,520
es,27,all,0.9721153846153846,0.9976349852071006,0.01,520,520
es,28,unknown,0.9721153846153846,0.9976867603550296,0.01,520,520
es,28,all,0.9721153846153846,0.9976867603550296,0.01,520,520
es,29,unknown,0.9711538461538461,0.9977459319526627,0.01,520,520
es,29,all,0.9711538461538461,0.9977459319526627,0.01,520,520
es,30,unknown,0.9692307692307692,0.9977940088757397,0.01,520,520
es,30,all,0.9692307692307692,0.9977940088757397,0.01,520,520
es,31,unknown,0.9701923076923077,0.9977718195266273,0.01,520,520
es,31,all,0.9701923076923077,0.9977718195266273,0.01,520,520
ar,0,unknown,0.9740384615384615,0.9968158284023668,1.0,520,520
ar,0,all,0.9740384615384615,0.9968158284023668,1.0,520,520
ar,1,unknown,0.9865384615384616,0.9994637573964498,10.0,520,520
ar,1,all,0.9865384615384616,0.9994637573964498,10.0,520,520
ar,2,unknown,0.9586538461538462,0.992869822485207,0.1,520,520
ar,2,all,0.9586538461538462,0.992869822485207,0.1,520,520
ar,3,unknown,0.9788461538461538,0.9982470414201183,0.1,520,520
ar,3,all,0.9788461538461538,0.9982470414201183,0.1,520,520
ar,4,unknown,0.9807692307692307,0.9986982248520709,0.1,520,520
ar,4,all,0.9807692307692307,0.9986982248520709,0.1,520,520
ar,5,unknown,0.9682692307692308,0.9971005917159763,0.01,520,520
ar,5,all,0.9682692307692308,0.9971005917159763,0.01,520,520
ar,6,unknown,0.9711538461538461,0.9973224852071005,0.01,520,520
ar,6,all,0.9711538461538461,0.9973224852071005,0.01,520,520
ar,7,unknown,0.9721153846153846,0.9976442307692308,0.01,520,520
ar,7,all,0.9721153846153846,0.9976442307692308,0.01,520,520
ar,8,unknown,0.9730769230769231,0.9977255917159764,0.01,520,520
ar,8,all,0.9730769230769231,0.9977255917159764,0.01,520,520
ar,9,unknown,0.9759615384615384,0.9979511834319528,0.01,520,520
ar,9,all,0.9759615384615384,0.9979511834319528,0.01,520,520
ar,10,unknown,0.9740384615384615,0.9979031065088758,0.01,520,520
ar,10,all,0.9740384615384615,0.9979031065088758,0.01,520,520
ar,11,unknown,0.9778846153846154,0.9979400887573964,0.01,520,520
ar,11,all,0.9778846153846154,0.9979400887573964,0.01,520,520
ar,12,unknown,0.9778846153846154,0.9979326923076923,0.01,520,520
ar,12,all,0.9778846153846154,0.9979326923076923,0.01,520,520
ar,13,unknown,0.9778846153846154,0.9977662721893491,0.01,520,520
ar,13,all,0.9778846153846154,0.9977662721893491,0.01,520,520
ar,14,unknown,0.975,0.9976701183431953,0.01,520,520
ar,14,all,0.975,0.9976701183431953,0.01,520,520
ar,15,unknown,0.9721153846153846,0.997292899408284,0.01,520,520
ar,15,all,0.9721153846153846,0.997292899408284,0.01,520,520
ar,16,unknown,0.9730769230769231,0.9972670118343194,0.01,520,520
ar,16,all,0.9730769230769231,0.9972670118343194,0.01,520,520
ar,17,unknown,0.9730769230769231,0.9971264792899408,0.01,520,520
ar,17,all,0.9730769230769231,0.9971264792899408,0.01,520,520
ar,18,unknown,0.9711538461538461,0.9970710059171597,0.01,520,520
ar,18,all,0.9711538461538461,0.9970710059171597,0.01,520,520
ar,19,unknown,0.9711538461538461,0.9969008875739646,0.01,520,520
ar,19,all,0.9711538461538461,0.9969008875739646,0.01,520,520
ar,20,unknown,0.9711538461538461,0.9969637573964497,0.01,520,520
ar,20,all,0.9711538461538461,0.9969637573964497,0.01,520,520
ar,21,unknown,0.9711538461538461,0.9968639053254438,0.01,520,520
ar,21,all,0.9711538461538461,0.9968639053254438,0.01,520,520
ar,22,unknown,0.9721153846153846,0.9968602071005918,0.01,520,520
ar,22,all,0.9721153846153846,0.9968602071005918,0.01,520,520
ar,23,unknown,0.9711538461538461,0.9967788461538462,0.01,520,520
ar,23,all,0.9711538461538461,0.9967788461538462,0.01,520,520
ar,24,unknown,0.9721153846153846,0.9967085798816567,0.01,520,520
ar,24,all,0.9721153846153846,0.9967085798816567,0.01,520,520
ar,25,unknown,0.9721153846153846,0.9968158284023669,0.01,520,520
ar,25,all,0.9721153846153846,0.9968158284023669,0.01,520,520
ar,26,unknown,0.9711538461538461,0.9967973372781066,0.01,520,520
ar,26,all,0.9711538461538461,0.9967973372781066,0.01,520,520
ar,27,unknown,0.9721153846153846,0.9968860946745561,0.01,520,520
ar,27,all,0.9721153846153846,0.9968860946745561,0.01,520,520
ar,28,unknown,0.9711538461538461,0.9970118343195267,0.01,520,520
ar,28,all,0.9711538461538461,0.9970118343195267,0.01,520,520
ar,29,unknown,0.9721153846153846,0.9970303254437869,0.01,520,520
ar,29,all,0.9721153846153846,0.9970303254437869,0.01,520,520
ar,30,unknown,0.9740384615384615,0.9969933431952663,0.01,520,520
ar,30,all,0.9740384615384615,0.9969933431952663,0.01,520,520
ar,31,unknown,0.9740384615384615,0.997181952662722,0.01,520,520
ar,31,all,0.9740384615384615,0.997181952662722,0.01,520,520
ru,0,unknown,0.9336538461538462,0.9870210798816568,0.1,520,520
ru,0,all,0.9336538461538462,0.9870210798816568,0.1,520,520
ru,1,unknown,0.9557692307692308,0.9919212278106508,0.1,520,520
ru,1,all,0.9557692307692308,0.9919212278106508,0.1,520,520
ru,2,unknown,0.9576923076923077,0.9939330621301775,0.1,520,520
ru,2,all,0.9576923076923077,0.9939330621301775,0.1,520,520
ru,3,unknown,0.9605769230769231,0.995260724852071,0.01,520,520
ru,3,all,0.9605769230769231,0.995260724852071,0.01,520,520
ru,4,unknown,0.9663461538461539,0.9973058431952663,0.01,520,520
ru,4,all,0.9663461538461539,0.9973058431952663,0.01,520,520
ru,5,unknown,0.9701923076923077,0.9975388313609467,0.01,520,520
ru,5,all,0.9701923076923077,0.9975388313609467,0.01,520,520
ru,6,unknown,0.9730769230769231,0.9977866124260354,0.01,520,520
ru,6,all,0.9730769230769231,0.9977866124260354,0.01,520,520
ru,7,unknown,0.9711538461538461,0.998023298816568,0.01,520,520
ru,7,all,0.9711538461538461,0.998023298816568,0.01,520,520
ru,8,unknown,0.9730769230769231,0.9980159023668639,0.01,520,520
ru,8,all,0.9730769230769231,0.9980159023668639,0.01,520,520
ru,9,unknown,0.9721153846153846,0.9981009615384615,0.01,520,520
ru,9,all,0.9721153846153846,0.9981009615384615,0.01,520,520
ru,10,unknown,0.9740384615384615,0.9982156065088758,0.01,520,520
ru,10,all,0.9740384615384615,0.9982156065088758,0.01,520,520
ru,11,unknown,0.9730769230769231,0.9982599852071006,0.01,520,520
ru,11,all,0.9730769230769231,0.9982599852071006,0.01,520,520
ru,12,unknown,0.9759615384615384,0.9983154585798817,0.01,520,520
ru,12,all,0.9759615384615384,0.9983154585798817,0.01,520,520
ru,13,unknown,0.9740384615384615,0.9982156065088758,0.01,520,520
ru,13,all,0.9740384615384615,0.9982156065088758,0.01,520,520
ru,14,unknown,0.9740384615384615,0.998178624260355,0.01,520,520
ru,14,all,0.9740384615384615,0.998178624260355,0.01,520,520
ru,15,unknown,0.9740384615384615,0.9979900147928994,0.01,520,520
ru,15,all,0.9740384615384615,0.9979900147928994,0.01,520,520
ru,16,unknown,0.9721153846153846,0.9979012573964497,0.01,520,520
